Linha,665
Tabela,001
num,ponto,horario
150195,BAIRRO VILA REX,05:25
102005,PRACA RUI BARBOSA,06:02
150195,BAIRRO VILA REX,06:43
102005,PRACA RUI BARBOSA,07:34
150195,BAIRRO VILA REX,08:23
102005,PRACA RUI BARBOSA,09:18
150195,BAIRRO VILA REX,10:01
102005,PRACA RUI BARBOSA,10:44
150195,BAIRRO VILA REX,11:27
102005,PRACA RUI BARBOSA,12:09
150195,BAIRRO VILA REX,12:53
102005,PRACA RUI BARBOSA,13:36
150195,BAIRRO VILA REX,14:19
102005,PRACA RUI BARBOSA,15:01
150195,BAIRRO VILA REX,15:45
102005,PRACA RUI BARBOSA,16:26
150195,BAIRRO VILA REX,17:15
102005,PRACA RUI BARBOSA,17:57
150195,BAIRRO VILA REX,19:02
102005,PRACA RUI BARBOSA,19:42
150195,BAIRRO VILA REX,20:20
102005,PRACA RUI BARBOSA,20:59
150195,BAIRRO VILA REX,21:37
102005,PRACA RUI BARBOSA,22:16
150195,BAIRRO VILA REX,22:55
102005,PRACA RUI BARBOSA,23:34
