Linha,665
Tabela,002
num,ponto,horario
150195,BAIRRO VILA REX,05:57
102005,PRACA RUI BARBOSA,06:41
150195,BAIRRO VILA REX,07:22
102005,PRACA RUI BARBOSA,08:14
150195,BAIRRO VILA REX,08:55
102005,PRACA RUI BARBOSA,09:33
150195,BAIRRO VILA REX,10:15
102005,PRACA RUI BARBOSA,10:55
150195,BAIRRO VILA REX,11:35
102005,PRACA RUI BARBOSA,12:16
150195,BAIRRO VILA REX,12:57
102005,PRACA RUI BARBOSA,13:38
150195,BAIRRO VILA REX,14:19
102005,PRACA RUI BARBOSA,15:00
150195,BAIRRO VILA REX,15:43
102005,PRACA RUI BARBOSA,16:24
150195,BAIRRO VILA REX,17:13
102005,PRACA RUI BARBOSA,17:54
150195,BAIRRO VILA REX,18:59
102005,PRACA RUI BARBOSA,19:40
150195,BAIRRO VILA REX,20:19
102005,PRACA RUI BARBOSA,20:58
150195,BAIRRO VILA REX,21:37
102005,PRACA RUI BARBOSA,22:16
150195,BAIRRO VILA REX,22:55
102005,PRACA RUI BARBOSA,23:34
