Linha,475
Tabela,001
num,ponto,horario
140871,BAIRRO CANAL BELEM,05:45
102019,PRACA RUI BARBOSA,06:20
140871,BAIRRO CANAL BELEM,06:55
102019,PRACA RUI BARBOSA,07:30
140871,BAIRRO CANAL BELEM,08:05
102019,PRACA RUI BARBOSA,08:40
140871,BAIRRO CANAL BELEM,09:15
102019,PRACA RUI BARBOSA,09:50
140871,BAIRRO CANAL BELEM,10:25
102019,PRACA RUI BARBOSA,11:00
140871,BAIRRO CANAL BELEM,11:35
102019,PRACA RUI BARBOSA,12:10
140871,BAIRRO CANAL BELEM,12:45
102019,PRACA RUI BARBOSA,13:20
140871,BAIRRO CANAL BELEM,13:55
102019,PRACA RUI BARBOSA,14:30
140871,BAIRRO CANAL BELEM,15:05
102019,PRACA RUI BARBOSA,15:40
140871,BAIRRO CANAL BELEM,16:15
102019,PRACA RUI BARBOSA,16:50
140871,BAIRRO CANAL BELEM,17:25
102019,PRACA RUI BARBOSA,18:00
140871,BAIRRO CANAL BELEM,18:35
102019,PRACA RUI BARBOSA,19:10
140871,BAIRRO CANAL BELEM,19:45
102019,PRACA RUI BARBOSA,20:20
140871,BAIRRO CANAL BELEM,20:55
102019,PRACA RUI BARBOSA,21:30
140871,BAIRRO CANAL BELEM,22:05
102019,PRACA RUI BARBOSA,22:40
140871,BAIRRO CANAL BELEM,23:20
102019,PRACA RUI BARBOSA,00:00
