Linha,372
Tabela,001
num,ponto,horario
104003,TERMINAL BAIRRO ALTO,05:30
103203,PRACA CARLOS GOMES,06:02
104003,TERMINAL BAIRRO ALTO,06:35
103203,PRACA CARLOS GOMES,07:15
104003,TERMINAL BAIRRO ALTO,07:53
103203,PRACA CARLOS GOMES,08:51
104003,TERMINAL BAIRRO ALTO,09:33
103203,PRACA CARLOS GOMES,10:15
104003,TERMINAL BAIRRO ALTO,10:57
103203,PRACA CARLOS GOMES,11:39
104003,TERMINAL BAIRRO ALTO,12:21
103203,PRACA CARLOS GOMES,13:03
104003,TERMINAL BAIRRO ALTO,13:45
103203,PRACA CARLOS GOMES,14:27
104003,TERMINAL BAIRRO ALTO,15:09
103203,PRACA CARLOS GOMES,15:51
104003,TERMINAL BAIRRO ALTO,16:35
103203,PRACA CARLOS GOMES,17:20
104003,TERMINAL BAIRRO ALTO,18:05
103203,PRACA CARLOS GOMES,18:50
104003,TERMINAL BAIRRO ALTO,19:35
103203,PRACA CARLOS GOMES,20:10
104003,TERMINAL BAIRRO ALTO,20:44
103203,PRACA CARLOS GOMES,21:18
104003,TERMINAL BAIRRO ALTO,21:51
103203,PRACA CARLOS GOMES,22:24
104003,TERMINAL BAIRRO ALTO,22:58
103203,PRACA CARLOS GOMES,23:30
