Linha,372
Tabela,006
num,ponto,horario
103203,PRACA CARLOS GOMES,06:46
104003,TERMINAL BAIRRO ALTO,07:27
103203,PRACA CARLOS GOMES,08:23
104003,TERMINAL BAIRRO ALTO,09:06
103203,PRACA CARLOS GOMES,09:52
104003,TERMINAL BAIRRO ALTO,10:35
103203,PRACA CARLOS GOMES,11:18
104003,TERMINAL BAIRRO ALTO,12:03
103203,PRACA CARLOS GOMES,12:48
104003,TERMINAL BAIRRO ALTO,13:33
103203,PRACA CARLOS GOMES,14:18
104003,TERMINAL BAIRRO ALTO,15:03
103203,PRACA CARLOS GOMES,15:48
104003,TERMINAL BAIRRO ALTO,16:38
103203,PRACA CARLOS GOMES,17:24
104003,TERMINAL BAIRRO ALTO,18:14
103203,PRACA CARLOS GOMES,19:04
