Linha,545
Tabela,003-2
num,ponto,horario
104319,TERMINAL BOQUEIRAO,16:59
106114,T.S.CERCADO SENT.FAZENDINHA,17:16
105307,TERMINAL FAZENDINHA,18:09
106108,T.S.CERCADO SENT.BOQUEIRAO,19:09
104319,TERMINAL BOQUEIRAO,19:27
106114,T.S.CERCADO SENT.FAZENDINHA,19:46
105307,TERMINAL FAZENDINHA,20:41
106108,T.S.CERCADO SENT.BOQUEIRAO,21:21
104319,TERMINAL BOQUEIRAO,21:35
106114,T.S.CERCADO SENT.FAZENDINHA,21:50
105307,TERMINAL FAZENDINHA,22:30
106108,T.S.CERCADO SENT.BOQUEIRAO,23:06
104319,TERMINAL BOQUEIRAO,23:20
106114,T.S.CERCADO SENT.FAZENDINHA,23:35
105307,TERMINAL FAZENDINHA,00:13
106108,T.S.CERCADO SENT.BOQUEIRAO,00:48
