Linha,050
Tabela,002
num,ponto,horario
105607,TERMINAL V.OFICINAS,05:21
105804,TERMINAL PORTAO(SENT.FAZENDIN),06:00
105312,TERMINAL FAZENDINHA,06:16
105811,TERMINAL PORTAO(SENT.OFICINAS),06:31
105607,TERMINAL V.OFICINAS,07:08
105804,TERMINAL PORTAO(SENT.FAZENDIN),07:51
105312,TERMINAL FAZENDINHA,08:07
105811,TERMINAL PORTAO(SENT.OFICINAS),08:24
105607,TERMINAL V.OFICINAS,09:07
105804,TERMINAL PORTAO(SENT.FAZENDIN),09:51
105312,TERMINAL FAZENDINHA,10:10
105811,TERMINAL PORTAO(SENT.OFICINAS),10:26
105607,TERMINAL V.OFICINAS,11:05
105804,TERMINAL PORTAO(SENT.FAZENDIN),11:49
105312,TERMINAL FAZENDINHA,12:07
105811,TERMINAL PORTAO(SENT.OFICINAS),12:23
105607,TERMINAL V.OFICINAS,13:02
105804,TERMINAL PORTAO(SENT.FAZENDIN),13:46
105312,TERMINAL FAZENDINHA,14:04
105811,TERMINAL PORTAO(SENT.OFICINAS),14:20
105607,TERMINAL V.OFICINAS,14:59
105804,TERMINAL PORTAO(SENT.FAZENDIN),15:43
105312,TERMINAL FAZENDINHA,16:01
105811,TERMINAL PORTAO(SENT.OFICINAS),16:18
105607,TERMINAL V.OFICINAS,17:00
105804,TERMINAL PORTAO(SENT.FAZENDIN),17:49
105312,TERMINAL FAZENDINHA,18:08
105811,TERMINAL PORTAO(SENT.OFICINAS),18:26
105607,TERMINAL V.OFICINAS,19:10
105804,TERMINAL PORTAO(SENT.FAZENDIN),19:53
