Linha,050
Tabela,006
num,ponto,horario
105804,TERMINAL PORTAO(SENT.FAZENDIN),06:33
105312,TERMINAL FAZENDINHA,06:55
105811,TERMINAL PORTAO(SENT.OFICINAS),07:14
105607,TERMINAL V.OFICINAS,08:08
105804,TERMINAL PORTAO(SENT.FAZENDIN),09:03
105312,TERMINAL FAZENDINHA,09:21
105811,TERMINAL PORTAO(SENT.OFICINAS),09:39
105607,TERMINAL V.OFICINAS,10:26
105804,TERMINAL PORTAO(SENT.FAZENDIN),11:15
105312,TERMINAL FAZENDINHA,11:36
105811,TERMINAL PORTAO(SENT.OFICINAS),11:54
105607,TERMINAL V.OFICINAS,12:42
105804,TERMINAL PORTAO(SENT.FAZENDIN),13:36
105312,TERMINAL FAZENDINHA,13:57
105811,TERMINAL PORTAO(SENT.OFICINAS),14:15
105607,TERMINAL V.OFICINAS,15:01
105804,TERMINAL PORTAO(SENT.FAZENDIN),15:51
105312,TERMINAL FAZENDINHA,16:12
105811,TERMINAL PORTAO(SENT.OFICINAS),16:34
105607,TERMINAL V.OFICINAS,17:30
105804,TERMINAL PORTAO(SENT.FAZENDIN),18:35
105312,TERMINAL FAZENDINHA,19:00
105811,TERMINAL PORTAO(SENT.OFICINAS),19:22
105607,TERMINAL V.OFICINAS,20:02
105804,TERMINAL PORTAO(SENT.FAZENDIN),20:56
105312,TERMINAL FAZENDINHA,21:17
105811,TERMINAL PORTAO(SENT.OFICINAS),21:33
105607,TERMINAL V.OFICINAS,22:13
105804,TERMINAL PORTAO(SENT.FAZENDIN),22:55
105312,TERMINAL FAZENDINHA,23:17
105811,TERMINAL PORTAO(SENT.OFICINAS),23:33
