Linha,050
Tabela,007
num,ponto,horario
105312,TERMINAL FAZENDINHA,05:53
105811,TERMINAL PORTAO(SENT.OFICINAS),06:09
105607,TERMINAL V.OFICINAS,06:43
105804,TERMINAL PORTAO(SENT.FAZENDIN),07:25
105312,TERMINAL FAZENDINHA,07:42
105811,TERMINAL PORTAO(SENT.OFICINAS),08:00
105607,TERMINAL V.OFICINAS,08:44
105804,TERMINAL PORTAO(SENT.FAZENDIN),09:28
105312,TERMINAL FAZENDINHA,09:47
105811,TERMINAL PORTAO(SENT.OFICINAS),10:03
105607,TERMINAL V.OFICINAS,10:41
105804,TERMINAL PORTAO(SENT.FAZENDIN),11:25
105312,TERMINAL FAZENDINHA,11:43
105811,TERMINAL PORTAO(SENT.OFICINAS),11:59
105607,TERMINAL V.OFICINAS,12:38
105804,TERMINAL PORTAO(SENT.FAZENDIN),13:22
105312,TERMINAL FAZENDINHA,13:40
105811,TERMINAL PORTAO(SENT.OFICINAS),13:56
105607,TERMINAL V.OFICINAS,14:35
105804,TERMINAL PORTAO(SENT.FAZENDIN),15:20
105312,TERMINAL FAZENDINHA,15:38
105811,TERMINAL PORTAO(SENT.OFICINAS),15:55
105607,TERMINAL V.OFICINAS,16:34
105804,TERMINAL PORTAO(SENT.FAZENDIN),17:24
105312,TERMINAL FAZENDINHA,17:42
105811,TERMINAL PORTAO(SENT.OFICINAS),18:00
105607,TERMINAL V.OFICINAS,18:44
105804,TERMINAL PORTAO(SENT.FAZENDIN),19:33
105312,TERMINAL FAZENDINHA,19:53
105811,TERMINAL PORTAO(SENT.OFICINAS),20:08
105607,TERMINAL V.OFICINAS,20:41
105804,TERMINAL PORTAO(SENT.FAZENDIN),21:16
105312,TERMINAL FAZENDINHA,21:32
105811,TERMINAL PORTAO(SENT.OFICINAS),21:45
105607,TERMINAL V.OFICINAS,22:17
105804,TERMINAL PORTAO(SENT.FAZENDIN),22:52
105312,TERMINAL FAZENDINHA,23:09
105811,TERMINAL PORTAO(SENT.OFICINAS),23:22
105607,TERMINAL V.OFICINAS,23:54
105804,TERMINAL PORTAO(SENT.FAZENDIN),00:30
