Linha,655
Tabela,2
num,ponto,horario
170434,RUA DOLORES GUEDES,05:23
170438,BAIRRO JARDIM DA ORDEM,05:28
105708,TERMINAL PINHEIRINHO,06:02
170438,BAIRRO JARDIM DA ORDEM,06:24
105708,TERMINAL PINHEIRINHO,07:00
170438,BAIRRO JARDIM DA ORDEM,07:22
105708,TERMINAL PINHEIRINHO,08:00
170438,BAIRRO JARDIM DA ORDEM,08:22
105708,TERMINAL PINHEIRINHO,09:00
170438,BAIRRO JARDIM DA ORDEM,09:22
105708,TERMINAL PINHEIRINHO,10:00
170438,BAIRRO JARDIM DA ORDEM,10:22
105708,TERMINAL PINHEIRINHO,11:00
170438,BAIRRO JARDIM DA ORDEM,11:22
105708,TERMINAL PINHEIRINHO,12:00
170438,BAIRRO JARDIM DA ORDEM,12:22
105708,TERMINAL PINHEIRINHO,13:00
170438,BAIRRO JARDIM DA ORDEM,13:22
105708,TERMINAL PINHEIRINHO,14:00
170438,BAIRRO JARDIM DA ORDEM,14:22
105708,TERMINAL PINHEIRINHO,15:00
170438,BAIRRO JARDIM DA ORDEM,15:22
105708,TERMINAL PINHEIRINHO,16:00
170438,BAIRRO JARDIM DA ORDEM,16:23
105708,TERMINAL PINHEIRINHO,17:00
170438,BAIRRO JARDIM DA ORDEM,17:23
105708,TERMINAL PINHEIRINHO,18:00
170438,BAIRRO JARDIM DA ORDEM,18:23
105708,TERMINAL PINHEIRINHO,19:00
170438,BAIRRO JARDIM DA ORDEM,19:23
105708,TERMINAL PINHEIRINHO,20:00
170438,BAIRRO JARDIM DA ORDEM,20:23
105708,TERMINAL PINHEIRINHO,21:00
170438,BAIRRO JARDIM DA ORDEM,21:23
105708,TERMINAL PINHEIRINHO,22:00
170438,BAIRRO JARDIM DA ORDEM,22:21
105708,TERMINAL PINHEIRINHO,22:58
170438,BAIRRO JARDIM DA ORDEM,23:19
105708,TERMINAL PINHEIRINHO,23:56
