Linha,655
Tabela,1
num,ponto,horario
170434,RUA DOLORES GUEDES,04:55
170438,BAIRRO JARDIM DA ORDEM,05:00
105708,TERMINAL PINHEIRINHO,05:34
170438,BAIRRO JARDIM DA ORDEM,05:56
105708,TERMINAL PINHEIRINHO,06:30
170438,BAIRRO JARDIM DA ORDEM,06:52
105708,TERMINAL PINHEIRINHO,07:30
170438,BAIRRO JARDIM DA ORDEM,07:52
105708,TERMINAL PINHEIRINHO,08:30
170438,BAIRRO JARDIM DA ORDEM,08:52
105708,TERMINAL PINHEIRINHO,09:30
170438,BAIRRO JARDIM DA ORDEM,09:52
105708,TERMINAL PINHEIRINHO,10:30
170438,BAIRRO JARDIM DA ORDEM,10:52
105708,TERMINAL PINHEIRINHO,11:30
170438,BAIRRO JARDIM DA ORDEM,11:52
105708,TERMINAL PINHEIRINHO,12:30
170438,BAIRRO JARDIM DA ORDEM,12:52
105708,TERMINAL PINHEIRINHO,13:30
170438,BAIRRO JARDIM DA ORDEM,13:52
105708,TERMINAL PINHEIRINHO,14:30
170438,BAIRRO JARDIM DA ORDEM,14:52
105708,TERMINAL PINHEIRINHO,15:30
170438,BAIRRO JARDIM DA ORDEM,15:53
105708,TERMINAL PINHEIRINHO,16:30
170438,BAIRRO JARDIM DA ORDEM,16:53
105708,TERMINAL PINHEIRINHO,17:30
170438,BAIRRO JARDIM DA ORDEM,17:53
105708,TERMINAL PINHEIRINHO,18:30
170438,BAIRRO JARDIM DA ORDEM,18:53
105708,TERMINAL PINHEIRINHO,19:30
170438,BAIRRO JARDIM DA ORDEM,19:53
105708,TERMINAL PINHEIRINHO,20:30
170438,BAIRRO JARDIM DA ORDEM,20:53
105708,TERMINAL PINHEIRINHO,21:30
170438,BAIRRO JARDIM DA ORDEM,21:52
105708,TERMINAL PINHEIRINHO,22:29
170438,BAIRRO JARDIM DA ORDEM,22:50
105708,TERMINAL PINHEIRINHO,23:27
170438,BAIRRO JARDIM DA ORDEM,23:48
105708,TERMINAL PINHEIRINHO,00:25
