Linha,X20
Tabela,004
num,ponto,horario
105802,TERMINAL PORTAO,16:53
106102,TERMINAL S.CERCADO(RETORNO VAZ,17:25
105802,TERMINAL PORTAO,17:47
106102,TERMINAL S.CERCADO(RETORNO VAZ,18:19
105802,TERMINAL PORTAO,18:41
