Linha,X20
Tabela,003
num,ponto,horario
105802,TERMINAL PORTAO,16:42
106102,TERMINAL S.CERCADO(RETORNO VAZ,17:14
105802,TERMINAL PORTAO,17:35
106102,TERMINAL S.CERCADO(RETORNO VAZ,18:07
105802,TERMINAL PORTAO,18:30
