Linha,507
Tabela,006
num,ponto,horario
109102,TERMINAL BOQUEIRAO,06:22
109113,TERMINAL SITIO CERCADO,06:33
105707,TERMINAL PINHEIRINHO,06:49
109027,TERMINAL GUADALUPE,07:24
109102,TERMINAL BOQUEIRAO,07:50
109113,TERMINAL SITIO CERCADO,08:03
105707,TERMINAL PINHEIRINHO,08:20
109027,TERMINAL GUADALUPE,08:57
109102,TERMINAL BOQUEIRAO,09:22
109113,TERMINAL SITIO CERCADO,09:34
105707,TERMINAL PINHEIRINHO,09:50
109027,TERMINAL GUADALUPE,10:24
109102,TERMINAL BOQUEIRAO,10:49
109113,TERMINAL SITIO CERCADO,11:01
105707,TERMINAL PINHEIRINHO,11:17
109027,TERMINAL GUADALUPE,11:52
109102,TERMINAL BOQUEIRAO,12:17
109113,TERMINAL SITIO CERCADO,12:30
105707,TERMINAL PINHEIRINHO,12:46
109027,TERMINAL GUADALUPE,13:21
109102,TERMINAL BOQUEIRAO,13:46
109113,TERMINAL SITIO CERCADO,14:00
105707,TERMINAL PINHEIRINHO,14:16
109027,TERMINAL GUADALUPE,14:50
109102,TERMINAL BOQUEIRAO,15:15
109113,TERMINAL SITIO CERCADO,15:28
105707,TERMINAL PINHEIRINHO,15:44
109027,TERMINAL GUADALUPE,16:18
109102,TERMINAL BOQUEIRAO,16:46
109113,TERMINAL SITIO CERCADO,17:00
105707,TERMINAL PINHEIRINHO,17:16
109027,TERMINAL GUADALUPE,17:53
109102,TERMINAL BOQUEIRAO,18:21
109113,TERMINAL SITIO CERCADO,18:37
105707,TERMINAL PINHEIRINHO,18:54
109027,TERMINAL GUADALUPE,19:31
109102,TERMINAL BOQUEIRAO,19:56
109113,TERMINAL SITIO CERCADO,20:09
105707,TERMINAL PINHEIRINHO,20:23
109027,TERMINAL GUADALUPE,20:55
109102,TERMINAL BOQUEIRAO,21:21
109113,TERMINAL SITIO CERCADO,21:32
105707,TERMINAL PINHEIRINHO,21:45
109027,TERMINAL GUADALUPE,22:15
109102,TERMINAL BOQUEIRAO,22:40
109113,TERMINAL SITIO CERCADO,22:51
105707,TERMINAL PINHEIRINHO,23:04
109027,TERMINAL GUADALUPE,23:34
109102,TERMINAL BOQUEIRAO,23:59
