Linha,507
Tabela,008
num,ponto,horario
109102,TERMINAL BOQUEIRAO,06:39
109113,TERMINAL SITIO CERCADO,06:51
105707,TERMINAL PINHEIRINHO,07:07
109027,TERMINAL GUADALUPE,07:44
109102,TERMINAL BOQUEIRAO,08:09
109113,TERMINAL SITIO CERCADO,08:21
105707,TERMINAL PINHEIRINHO,08:37
109027,TERMINAL GUADALUPE,09:14
109102,TERMINAL BOQUEIRAO,09:39
109113,TERMINAL SITIO CERCADO,09:51
105707,TERMINAL PINHEIRINHO,10:07
109027,TERMINAL GUADALUPE,10:41
109102,TERMINAL BOQUEIRAO,11:06
109113,TERMINAL SITIO CERCADO,11:18
105707,TERMINAL PINHEIRINHO,11:34
109027,TERMINAL GUADALUPE,12:09
109102,TERMINAL BOQUEIRAO,12:36
109113,TERMINAL SITIO CERCADO,12:49
105707,TERMINAL PINHEIRINHO,13:05
109027,TERMINAL GUADALUPE,13:40
109102,TERMINAL BOQUEIRAO,14:05
109113,TERMINAL SITIO CERCADO,14:18
105707,TERMINAL PINHEIRINHO,14:34
109027,TERMINAL GUADALUPE,15:08
109102,TERMINAL BOQUEIRAO,15:33
109113,TERMINAL SITIO CERCADO,15:46
105707,TERMINAL PINHEIRINHO,16:02
109027,TERMINAL GUADALUPE,16:37
109102,TERMINAL BOQUEIRAO,17:04
109113,TERMINAL SITIO CERCADO,17:18
105707,TERMINAL PINHEIRINHO,17:35
109027,TERMINAL GUADALUPE,18:12
109102,TERMINAL BOQUEIRAO,18:40
109113,TERMINAL SITIO CERCADO,18:56
105707,TERMINAL PINHEIRINHO,19:13
109027,TERMINAL GUADALUPE,19:50
109102,TERMINAL BOQUEIRAO,20:18
109113,TERMINAL SITIO CERCADO,20:30
105707,TERMINAL PINHEIRINHO,20:43
109027,TERMINAL GUADALUPE,21:15
109102,TERMINAL BOQUEIRAO,21:41
109113,TERMINAL SITIO CERCADO,21:52
105707,TERMINAL PINHEIRINHO,22:05
109027,TERMINAL GUADALUPE,22:35
109102,TERMINAL BOQUEIRAO,23:00
109113,TERMINAL SITIO CERCADO,23:11
105707,TERMINAL PINHEIRINHO,23:24
109027,TERMINAL GUADALUPE,23:55
109102,TERMINAL BOQUEIRAO,00:19
