Linha,212
Tabela,002-2
num,ponto,horario
104409,TERMINAL CABRAL,16:37
130038,BAIRRO SOLAR,16:59
104409,TERMINAL CABRAL,17:20
130038,BAIRRO SOLAR,17:44
104409,TERMINAL CABRAL,18:06
130038,BAIRRO SOLAR,18:32
104409,TERMINAL CABRAL,18:54
130038,BAIRRO SOLAR,19:18
104409,TERMINAL CABRAL,19:36
130038,BAIRRO SOLAR,19:56
104409,TERMINAL CABRAL,20:14
130038,BAIRRO SOLAR,20:34
104409,TERMINAL CABRAL,20:52
130038,BAIRRO SOLAR,21:12
104409,TERMINAL CABRAL,21:30
130038,BAIRRO SOLAR,21:50
104409,TERMINAL CABRAL,22:10
130038,BAIRRO SOLAR,22:30
104409,TERMINAL CABRAL,22:50
130038,BAIRRO SOLAR,23:10
104409,TERMINAL CABRAL,23:32
130038,BAIRRO SOLAR,23:54
104409,TERMINAL CABRAL,00:14
