Linha,342
Tabela,001
num,ponto,horario
104203,TERMINAL BOA VISTA,05:30
104005,TERMINAL BAIRRO ALTO,06:00
104203,TERMINAL BOA VISTA,06:32
104005,TERMINAL BAIRRO ALTO,07:04
104203,TERMINAL BOA VISTA,07:36
104005,TERMINAL BAIRRO ALTO,08:08
104203,TERMINAL BOA VISTA,08:40
104005,TERMINAL BAIRRO ALTO,09:10
104203,TERMINAL BOA VISTA,09:40
104005,TERMINAL BAIRRO ALTO,10:10
104203,TERMINAL BOA VISTA,10:40
104005,TERMINAL BAIRRO ALTO,11:10
104203,TERMINAL BOA VISTA,11:40
104005,TERMINAL BAIRRO ALTO,12:10
104203,TERMINAL BOA VISTA,12:40
104005,TERMINAL BAIRRO ALTO,13:10
104203,TERMINAL BOA VISTA,13:40
104005,TERMINAL BAIRRO ALTO,14:10
104203,TERMINAL BOA VISTA,14:40
104005,TERMINAL BAIRRO ALTO,15:10
104203,TERMINAL BOA VISTA,15:40
104005,TERMINAL BAIRRO ALTO,16:10
104203,TERMINAL BOA VISTA,16:40
104005,TERMINAL BAIRRO ALTO,17:10
104203,TERMINAL BOA VISTA,17:40
104005,TERMINAL BAIRRO ALTO,18:10
104203,TERMINAL BOA VISTA,18:40
104005,TERMINAL BAIRRO ALTO,19:10
104203,TERMINAL BOA VISTA,19:40
104005,TERMINAL BAIRRO ALTO,20:10
104203,TERMINAL BOA VISTA,20:40
104005,TERMINAL BAIRRO ALTO,21:10
104203,TERMINAL BOA VISTA,21:40
104005,TERMINAL BAIRRO ALTO,22:10
104203,TERMINAL BOA VISTA,22:40
104005,TERMINAL BAIRRO ALTO,23:10
104203,TERMINAL BOA VISTA,23:40
104005,TERMINAL BAIRRO ALTO,00:05
