Linha,338
Tabela,001
num,ponto,horario
105509,TERMINAL HAUER,05:10
105104,TERMINAL CENTENARIO,05:40
105509,TERMINAL HAUER,06:16
105104,TERMINAL CENTENARIO,06:52
105509,TERMINAL HAUER,07:28
105104,TERMINAL CENTENARIO,08:04
105509,TERMINAL HAUER,08:40
105104,TERMINAL CENTENARIO,09:18
105509,TERMINAL HAUER,09:55
105104,TERMINAL CENTENARIO,10:33
105509,TERMINAL HAUER,11:10
105104,TERMINAL CENTENARIO,11:48
105509,TERMINAL HAUER,12:25
105104,TERMINAL CENTENARIO,13:03
105509,TERMINAL HAUER,13:40
105104,TERMINAL CENTENARIO,14:18
105509,TERMINAL HAUER,14:55
105104,TERMINAL CENTENARIO,15:33
105509,TERMINAL HAUER,16:10
105104,TERMINAL CENTENARIO,16:51
105509,TERMINAL HAUER,17:30
105104,TERMINAL CENTENARIO,18:10
105509,TERMINAL HAUER,18:50
105104,TERMINAL CENTENARIO,19:30
