Linha,236
Tabela,2-2
num,ponto,horario
105904,TERMINAL SANTA CANDIDA,17:10
121008,BAIRRO SAO BENEDITO,17:32
105904,TERMINAL SANTA CANDIDA,17:54
121008,BAIRRO SAO BENEDITO,18:16
105904,TERMINAL SANTA CANDIDA,18:38
121008,BAIRRO SAO BENEDITO,19:02
105904,TERMINAL SANTA CANDIDA,19:26
121008,BAIRRO SAO BENEDITO,19:48
105904,TERMINAL SANTA CANDIDA,20:12
121008,BAIRRO SAO BENEDITO,20:32
105904,TERMINAL SANTA CANDIDA,20:54
121008,BAIRRO SAO BENEDITO,21:14
105904,TERMINAL SANTA CANDIDA,21:36
121008,BAIRRO SAO BENEDITO,21:58
105904,TERMINAL SANTA CANDIDA,22:23
121008,BAIRRO SAO BENEDITO,22:42
105904,TERMINAL SANTA CANDIDA,23:02
121008,BAIRRO SAO BENEDITO,23:20
105904,TERMINAL SANTA CANDIDA,23:40
121008,BAIRRO SAO BENEDITO,23:58
105904,TERMINAL SANTA CANDIDA,00:20
