Linha,022
Tabela,013-2
num,ponto,horario
109125,TERMINAL CAMPINA DO SIQUEIRA,17:12
109086,TERMINAL CABRAL,17:44
109119,TERMINAL CAPAO DA IMBUIA,18:17
109108,TERMINAL HAUER,18:39
109095,TERMINAL CAPAO RASO,19:03
109091,TERMINAL PORTAO,19:10
109125,TERMINAL CAMPINA DO SIQUEIRA,19:32
109086,TERMINAL CABRAL,20:00
109119,TERMINAL CAPAO DA IMBUIA,20:21
109108,TERMINAL HAUER,20:40
109095,TERMINAL CAPAO RASO,20:57
109091,TERMINAL PORTAO,21:03
109125,TERMINAL CAMPINA DO SIQUEIRA,21:19
109086,TERMINAL CABRAL,21:43
109119,TERMINAL CAPAO DA IMBUIA,22:04
109108,TERMINAL HAUER,22:20
109095,TERMINAL CAPAO RASO,22:35
109091,TERMINAL PORTAO,22:42
109125,TERMINAL CAMPINA DO SIQUEIRA,22:58
109086,TERMINAL CABRAL,23:22
109119,TERMINAL CAPAO DA IMBUIA,23:44
109108,TERMINAL HAUER,00:00
