Linha,023
Tabela,005
num,ponto,horario
109083,TERMINAL CABRAL,06:00
109167,TERMINAL CAMPINA DO SIQUEIRA,06:26
109089,TERMINAL PORTAO,06:43
109093,TERMINAL CAPAO RASO,06:50
109109,TERMINAL HAUER,07:05
109117,TERMINAL CAPAO DA IMBUIA,07:21
109083,TERMINAL CABRAL,07:44
109167,TERMINAL CAMPINA DO SIQUEIRA,08:11
109089,TERMINAL PORTAO,08:29
109093,TERMINAL CAPAO RASO,08:36
109109,TERMINAL HAUER,08:54
109117,TERMINAL CAPAO DA IMBUIA,09:10
109083,TERMINAL CABRAL,09:33
109167,TERMINAL CAMPINA DO SIQUEIRA,10:02
109089,TERMINAL PORTAO,10:21
109093,TERMINAL CAPAO RASO,10:28
109109,TERMINAL HAUER,10:47
109117,TERMINAL CAPAO DA IMBUIA,11:05
109083,TERMINAL CABRAL,11:28
109167,TERMINAL CAMPINA DO SIQUEIRA,11:57
109089,TERMINAL PORTAO,12:16
109093,TERMINAL CAPAO RASO,12:23
109109,TERMINAL HAUER,12:42
109117,TERMINAL CAPAO DA IMBUIA,13:00
109083,TERMINAL CABRAL,13:24
109167,TERMINAL CAMPINA DO SIQUEIRA,13:51
109089,TERMINAL PORTAO,14:10
109093,TERMINAL CAPAO RASO,14:17
109109,TERMINAL HAUER,14:36
109117,TERMINAL CAPAO DA IMBUIA,14:54
109083,TERMINAL CABRAL,15:18
109167,TERMINAL CAMPINA DO SIQUEIRA,15:45
109089,TERMINAL PORTAO,16:07
109093,TERMINAL CAPAO RASO,16:14
109109,TERMINAL HAUER,16:33
109117,TERMINAL CAPAO DA IMBUIA,16:53
109083,TERMINAL CABRAL,17:18
109167,TERMINAL CAMPINA DO SIQUEIRA,17:49
109089,TERMINAL PORTAO,18:14
109093,TERMINAL CAPAO RASO,18:21
109109,TERMINAL HAUER,18:44
109117,TERMINAL CAPAO DA IMBUIA,19:03
