Linha,023
Tabela,003
num,ponto,horario
109117,TERMINAL CAPAO DA IMBUIA,05:55
109083,TERMINAL CABRAL,06:16
109167,TERMINAL CAMPINA DO SIQUEIRA,06:40
109089,TERMINAL PORTAO,06:57
109093,TERMINAL CAPAO RASO,07:04
109109,TERMINAL HAUER,07:19
109117,TERMINAL CAPAO DA IMBUIA,07:35
109083,TERMINAL CABRAL,07:59
109167,TERMINAL CAMPINA DO SIQUEIRA,08:23
109089,TERMINAL PORTAO,08:40
109093,TERMINAL CAPAO RASO,08:46
109109,TERMINAL HAUER,09:04
109117,TERMINAL CAPAO DA IMBUIA,09:21
109083,TERMINAL CABRAL,09:44
109167,TERMINAL CAMPINA DO SIQUEIRA,10:13
109089,TERMINAL PORTAO,10:32
109093,TERMINAL CAPAO RASO,10:39
109109,TERMINAL HAUER,10:58
109117,TERMINAL CAPAO DA IMBUIA,11:16
109083,TERMINAL CABRAL,11:39
109167,TERMINAL CAMPINA DO SIQUEIRA,12:08
109089,TERMINAL PORTAO,12:27
109093,TERMINAL CAPAO RASO,12:34
109109,TERMINAL HAUER,12:53
109117,TERMINAL CAPAO DA IMBUIA,13:11
109083,TERMINAL CABRAL,13:35
109167,TERMINAL CAMPINA DO SIQUEIRA,14:02
109089,TERMINAL PORTAO,14:21
109093,TERMINAL CAPAO RASO,14:28
109109,TERMINAL HAUER,14:47
109117,TERMINAL CAPAO DA IMBUIA,15:05
109083,TERMINAL CABRAL,15:29
109167,TERMINAL CAMPINA DO SIQUEIRA,16:03
109089,TERMINAL PORTAO,16:25
109093,TERMINAL CAPAO RASO,16:32
109109,TERMINAL HAUER,16:51
109117,TERMINAL CAPAO DA IMBUIA,17:10
109083,TERMINAL CABRAL,17:34
109167,TERMINAL CAMPINA DO SIQUEIRA,18:06
109089,TERMINAL PORTAO,18:30
109093,TERMINAL CAPAO RASO,18:37
109109,TERMINAL HAUER,18:58
109117,TERMINAL CAPAO DA IMBUIA,19:18
