Linha,304
Tabela,012
num,ponto,horario
109143,ESTACAO TUBO PINHAIS,06:18
109054,TUBO NESTOR DE CASTRO,06:43
109043,ESTACAO TUBO CIC NORTE,07:08
109052,TUBO TIRADENTES,07:34
109143,ESTACAO TUBO PINHAIS,08:02
109054,TUBO NESTOR DE CASTRO,08:30
109043,ESTACAO TUBO CIC NORTE,08:58
109052,TUBO TIRADENTES,09:24
109143,ESTACAO TUBO PINHAIS,09:53
109054,TUBO NESTOR DE CASTRO,10:19
109043,ESTACAO TUBO CIC NORTE,10:47
109052,TUBO TIRADENTES,11:13
109143,ESTACAO TUBO PINHAIS,11:41
109054,TUBO NESTOR DE CASTRO,12:07
109043,ESTACAO TUBO CIC NORTE,12:35
109052,TUBO TIRADENTES,13:01
109143,ESTACAO TUBO PINHAIS,13:29
109054,TUBO NESTOR DE CASTRO,13:56
109043,ESTACAO TUBO CIC NORTE,14:24
109052,TUBO TIRADENTES,14:50
109143,ESTACAO TUBO PINHAIS,15:18
109054,TUBO NESTOR DE CASTRO,15:44
109043,ESTACAO TUBO CIC NORTE,16:10
109052,TUBO TIRADENTES,16:39
109143,ESTACAO TUBO PINHAIS,17:10
109054,TUBO NESTOR DE CASTRO,17:38
109043,ESTACAO TUBO CIC NORTE,18:08
109052,TUBO TIRADENTES,18:38
109143,ESTACAO TUBO PINHAIS,19:09
109054,TUBO NESTOR DE CASTRO,19:35
109043,ESTACAO TUBO CIC NORTE,20:04
109052,TUBO TIRADENTES,20:28
109143,ESTACAO TUBO PINHAIS,20:55
109054,TUBO NESTOR DE CASTRO,21:19
109043,ESTACAO TUBO CIC NORTE,21:46
109052,TUBO TIRADENTES,22:10
109143,ESTACAO TUBO PINHAIS,22:37
109054,TUBO NESTOR DE CASTRO,23:01
109043,ESTACAO TUBO CIC NORTE,23:26
109052,TUBO TIRADENTES,23:50
