Linha,304
Tabela,002
num,ponto,horario
109043,ESTACAO TUBO CIC NORTE,06:38
109052,TUBO TIRADENTES,07:06
109143,ESTACAO TUBO PINHAIS,07:28
109054,TUBO NESTOR DE CASTRO,07:54
109043,ESTACAO TUBO CIC NORTE,08:20
109052,TUBO TIRADENTES,08:47
109143,ESTACAO TUBO PINHAIS,09:14
109054,TUBO NESTOR DE CASTRO,09:41
109043,ESTACAO TUBO CIC NORTE,10:10
109052,TUBO TIRADENTES,10:38
109143,ESTACAO TUBO PINHAIS,11:06
109054,TUBO NESTOR DE CASTRO,11:34
109043,ESTACAO TUBO CIC NORTE,12:02
109052,TUBO TIRADENTES,12:30
109143,ESTACAO TUBO PINHAIS,12:58
109054,TUBO NESTOR DE CASTRO,13:26
109043,ESTACAO TUBO CIC NORTE,13:54
109052,TUBO TIRADENTES,14:22
109143,ESTACAO TUBO PINHAIS,14:50
109054,TUBO NESTOR DE CASTRO,15:18
109043,ESTACAO TUBO CIC NORTE,15:46
109052,TUBO TIRADENTES,16:14
109143,ESTACAO TUBO PINHAIS,16:49
109054,TUBO NESTOR DE CASTRO,17:21
109043,ESTACAO TUBO CIC NORTE,17:54
109052,TUBO TIRADENTES,18:27
109143,ESTACAO TUBO PINHAIS,18:59
109054,TUBO NESTOR DE CASTRO,19:25
