Linha,304
Tabela,005-2
num,ponto,horario
109054,TUBO NESTOR DE CASTRO,16:37
109043,ESTACAO TUBO CIC NORTE,17:07
109052,TUBO TIRADENTES,17:37
109143,ESTACAO TUBO PINHAIS,18:09
109054,TUBO NESTOR DE CASTRO,18:39
109043,ESTACAO TUBO CIC NORTE,19:09
109052,TUBO TIRADENTES,19:36
109143,ESTACAO TUBO PINHAIS,20:04
109054,TUBO NESTOR DE CASTRO,20:28
109043,ESTACAO TUBO CIC NORTE,20:55
109052,TUBO TIRADENTES,21:19
109143,ESTACAO TUBO PINHAIS,21:46
109054,TUBO NESTOR DE CASTRO,22:10
109043,ESTACAO TUBO CIC NORTE,22:37
109052,TUBO TIRADENTES,23:01
109143,ESTACAO TUBO PINHAIS,23:26
109054,TUBO NESTOR DE CASTRO,23:51
