Linha,010
Tabela,1-1
num,ponto,horario
190176,RUA TAPAJOS N.1000,05:38
121012,PREFEITURA (SENTIDO HORARIO),05:43
140187,P.U.C. (SENTIDO HORARIO),06:05
121012,PREFEITURA (SENTIDO HORARIO),06:43
140187,P.U.C. (SENTIDO HORARIO),07:08
121012,PREFEITURA (SENTIDO HORARIO),07:55
140187,P.U.C. (SENTIDO HORARIO),08:26
121012,PREFEITURA (SENTIDO HORARIO),09:15
140187,P.U.C. (SENTIDO HORARIO),09:42
121012,PREFEITURA (SENTIDO HORARIO),10:25
140187,P.U.C. (SENTIDO HORARIO),10:54
121012,PREFEITURA (SENTIDO HORARIO),11:40
140187,P.U.C. (SENTIDO HORARIO),12:14
