Linha,040
Tabela,008
num,ponto,horario
105309,TERM.FAZENDINHA/TERM. CIC,05:27
105211,TERMINAL CIC/TERM.PINHEIRINHO,05:42
105718,TERMINAL PINHEIRINHO,06:00
105206,TERMINAL CIC/TERM.FAZENDINHA,06:10
105316,TERM.FAZENDINHA/TERM.C.COMPRID,06:27
104603,TERM.C.COMPRIDO/TERM.STA.FELIC,06:49
106001,TERMINAL SANTA FELICIDADE,07:15
104612,TERM.C.COMPRIDO/TERM.FAZENDINH,07:38
105309,TERM.FAZENDINHA/TERM. CIC,07:57
105211,TERMINAL CIC/TERM.PINHEIRINHO,08:15
105718,TERMINAL PINHEIRINHO,08:30
105206,TERMINAL CIC/TERM.FAZENDINHA,08:40
105316,TERM.FAZENDINHA/TERM.C.COMPRID,08:59
104603,TERM.C.COMPRIDO/TERM.STA.FELIC,09:24
106001,TERMINAL SANTA FELICIDADE,09:50
104612,TERM.C.COMPRIDO/TERM.FAZENDINH,10:14
105309,TERM.FAZENDINHA/TERM. CIC,10:36
105211,TERMINAL CIC/TERM.PINHEIRINHO,10:55
105718,TERMINAL PINHEIRINHO,11:10
105206,TERMINAL CIC/TERM.FAZENDINHA,11:20
105316,TERM.FAZENDINHA/TERM.C.COMPRID,11:39
104603,TERM.C.COMPRIDO/TERM.STA.FELIC,12:04
106001,TERMINAL SANTA FELICIDADE,12:30
104612,TERM.C.COMPRIDO/TERM.FAZENDINH,12:54
105309,TERM.FAZENDINHA/TERM. CIC,13:16
105211,TERMINAL CIC/TERM.PINHEIRINHO,13:35
105718,TERMINAL PINHEIRINHO,13:50
105206,TERMINAL CIC/TERM.FAZENDINHA,14:00
105316,TERM.FAZENDINHA/TERM.C.COMPRID,14:19
104603,TERM.C.COMPRIDO/TERM.STA.FELIC,14:44
106001,TERMINAL SANTA FELICIDADE,15:10
104612,TERM.C.COMPRIDO/TERM.FAZENDINH,15:34
105309,TERM.FAZENDINHA/TERM. CIC,15:56
105211,TERMINAL CIC/TERM.PINHEIRINHO,16:15
105718,TERMINAL PINHEIRINHO,16:30
105206,TERMINAL CIC/TERM.FAZENDINHA,16:40
105316,TERM.FAZENDINHA/TERM.C.COMPRID,16:59
104603,TERM.C.COMPRIDO/TERM.STA.FELIC,17:24
106001,TERMINAL SANTA FELICIDADE,17:50
104612,TERM.C.COMPRIDO/TERM.FAZENDINH,18:14
105309,TERM.FAZENDINHA/TERM. CIC,18:35
105211,TERMINAL CIC/TERM.PINHEIRINHO,18:53
