Linha,826
Tabela,004
num,ponto,horario
105205,TERMINAL CIC,05:36
105008,TERM.CAIUA SENTIDO TERM.C.COMP,05:55
104615,TERMINAL CAMPO COMPRIDO,06:15
105006,TERM. CAIUA SENTIDO CIC,06:35
105205,TERMINAL CIC,06:53
105008,TERM.CAIUA SENTIDO TERM.C.COMP,07:12
104615,TERMINAL CAMPO COMPRIDO,07:33
105006,TERM. CAIUA SENTIDO CIC,07:54
105205,TERMINAL CIC,08:14
105008,TERM.CAIUA SENTIDO TERM.C.COMP,08:33
104615,TERMINAL CAMPO COMPRIDO,08:58
105006,TERM. CAIUA SENTIDO CIC,09:18
105205,TERMINAL CIC,09:36
105008,TERM.CAIUA SENTIDO TERM.C.COMP,09:53
104615,TERMINAL CAMPO COMPRIDO,10:11
105006,TERM. CAIUA SENTIDO CIC,10:28
105205,TERMINAL CIC,10:46
105008,TERM.CAIUA SENTIDO TERM.C.COMP,11:03
104615,TERMINAL CAMPO COMPRIDO,11:21
105006,TERM. CAIUA SENTIDO CIC,11:38
105205,TERMINAL CIC,11:56
105008,TERM.CAIUA SENTIDO TERM.C.COMP,12:13
104615,TERMINAL CAMPO COMPRIDO,12:31
105006,TERM. CAIUA SENTIDO CIC,12:48
105205,TERMINAL CIC,13:06
105008,TERM.CAIUA SENTIDO TERM.C.COMP,13:23
104615,TERMINAL CAMPO COMPRIDO,13:41
105006,TERM. CAIUA SENTIDO CIC,13:58
105205,TERMINAL CIC,14:16
105008,TERM.CAIUA SENTIDO TERM.C.COMP,14:34
104615,TERMINAL CAMPO COMPRIDO,14:53
105006,TERM. CAIUA SENTIDO CIC,15:10
105205,TERMINAL CIC,15:28
105008,TERM.CAIUA SENTIDO TERM.C.COMP,15:46
104615,TERMINAL CAMPO COMPRIDO,16:05
105006,TERM. CAIUA SENTIDO CIC,16:23
105205,TERMINAL CIC,16:44
105008,TERM.CAIUA SENTIDO TERM.C.COMP,17:05
104615,TERMINAL CAMPO COMPRIDO,17:30
105006,TERM. CAIUA SENTIDO CIC,17:52
105205,TERMINAL CIC,18:14
105008,TERM.CAIUA SENTIDO TERM.C.COMP,18:35
104615,TERMINAL CAMPO COMPRIDO,19:00
105006,TERM. CAIUA SENTIDO CIC,19:22
