Linha,826
Tabela,006-2
num,ponto,horario
104615,TERMINAL CAMPO COMPRIDO,15:52
105006,TERM. CAIUA SENTIDO CIC,16:12
105205,TERMINAL CIC,16:34
105008,TERM.CAIUA SENTIDO TERM.C.COMP,16:55
104615,TERMINAL CAMPO COMPRIDO,17:22
105006,TERM. CAIUA SENTIDO CIC,17:44
105205,TERMINAL CIC,18:07
105008,TERM.CAIUA SENTIDO TERM.C.COMP,18:31
104615,TERMINAL CAMPO COMPRIDO,18:57
105006,TERM. CAIUA SENTIDO CIC,19:18
105205,TERMINAL CIC,19:36
105008,TERM.CAIUA SENTIDO TERM.C.COMP,19:51
104615,TERMINAL CAMPO COMPRIDO,20:07
105006,TERM. CAIUA SENTIDO CIC,20:22
105205,TERMINAL CIC,20:39
105008,TERM.CAIUA SENTIDO TERM.C.COMP,20:52
104615,TERMINAL CAMPO COMPRIDO,21:10
105006,TERM. CAIUA SENTIDO CIC,21:25
105205,TERMINAL CIC,21:41
105008,TERM.CAIUA SENTIDO TERM.C.COMP,21:54
104615,TERMINAL CAMPO COMPRIDO,22:12
105006,TERM. CAIUA SENTIDO CIC,22:28
105205,TERMINAL CIC,22:46
105008,TERM.CAIUA SENTIDO TERM.C.COMP,22:59
104615,TERMINAL CAMPO COMPRIDO,23:17
105006,TERM. CAIUA SENTIDO CIC,23:33
105205,TERMINAL CIC,23:50
105008,TERM.CAIUA SENTIDO TERM.C.COMP,00:03
