Linha,181
Tabela,1
num,ponto,horario
120421,BAIRRO MATEUS LEME,05:10
101018,PRACA TIRADENTES,05:30
250200,CAPELA SAO FRANCISCO XAVIER,06:00
101018,PRACA TIRADENTES,06:30
120421,BAIRRO MATEUS LEME,06:55
101018,PRACA TIRADENTES,07:20
250200,CAPELA SAO FRANCISCO XAVIER,07:50
101018,PRACA TIRADENTES,08:35
120421,BAIRRO MATEUS LEME,09:10
101018,PRACA TIRADENTES,09:45
120421,BAIRRO MATEUS LEME,10:13
101018,PRACA TIRADENTES,10:48
250200,CAPELA SAO FRANCISCO XAVIER,11:20
101018,PRACA TIRADENTES,11:58
250200,CAPELA SAO FRANCISCO XAVIER,12:30
101018,PRACA TIRADENTES,13:05
250200,CAPELA SAO FRANCISCO XAVIER,13:40
101018,PRACA TIRADENTES,14:20
120421,BAIRRO MATEUS LEME,14:50
101018,PRACA TIRADENTES,15:25
120421,BAIRRO MATEUS LEME,15:58
101018,PRACA TIRADENTES,16:32
250200,CAPELA SAO FRANCISCO XAVIER,17:10
101018,PRACA TIRADENTES,17:50
250200,CAPELA SAO FRANCISCO XAVIER,18:34
101018,PRACA TIRADENTES,19:10
120421,BAIRRO MATEUS LEME,19:39
101018,PRACA TIRADENTES,20:08
120421,BAIRRO MATEUS LEME,20:36
101018,PRACA TIRADENTES,21:04
120421,BAIRRO MATEUS LEME,21:30
101018,PRACA TIRADENTES,21:55
120421,BAIRRO MATEUS LEME,22:20
101018,PRACA TIRADENTES,22:45
