Linha,625
Tabela,004
num,ponto,horario
106112,TERMINAL SITIO CERCADO,05:25
104812,TERMINAL CAPAO RASO,05:53
106112,TERMINAL SITIO CERCADO,06:25
104812,TERMINAL CAPAO RASO,06:58
106112,TERMINAL SITIO CERCADO,07:28
104812,TERMINAL CAPAO RASO,08:03
106112,TERMINAL SITIO CERCADO,08:36
104812,TERMINAL CAPAO RASO,09:08
106112,TERMINAL SITIO CERCADO,09:39
104812,TERMINAL CAPAO RASO,10:13
106112,TERMINAL SITIO CERCADO,10:45
104812,TERMINAL CAPAO RASO,11:19
106112,TERMINAL SITIO CERCADO,11:51
104812,TERMINAL CAPAO RASO,12:25
106112,TERMINAL SITIO CERCADO,12:57
104812,TERMINAL CAPAO RASO,13:31
106112,TERMINAL SITIO CERCADO,14:03
104812,TERMINAL CAPAO RASO,14:37
106112,TERMINAL SITIO CERCADO,15:10
104812,TERMINAL CAPAO RASO,15:44
106112,TERMINAL SITIO CERCADO,16:17
104812,TERMINAL CAPAO RASO,16:58
106112,TERMINAL SITIO CERCADO,17:38
104812,TERMINAL CAPAO RASO,18:14
106112,TERMINAL SITIO CERCADO,18:52
104812,TERMINAL CAPAO RASO,19:27
