Linha,625
Tabela,003
num,ponto,horario
104812,TERMINAL CAPAO RASO,05:20
106112,TERMINAL SITIO CERCADO,05:45
104812,TERMINAL CAPAO RASO,06:15
106112,TERMINAL SITIO CERCADO,06:45
104812,TERMINAL CAPAO RASO,07:20
106112,TERMINAL SITIO CERCADO,07:50
104812,TERMINAL CAPAO RASO,08:30
106112,TERMINAL SITIO CERCADO,09:06
104812,TERMINAL CAPAO RASO,09:40
106112,TERMINAL SITIO CERCADO,10:12
104812,TERMINAL CAPAO RASO,10:46
106112,TERMINAL SITIO CERCADO,11:18
104812,TERMINAL CAPAO RASO,11:52
106112,TERMINAL SITIO CERCADO,12:24
104812,TERMINAL CAPAO RASO,12:58
106112,TERMINAL SITIO CERCADO,13:30
104812,TERMINAL CAPAO RASO,14:04
106112,TERMINAL SITIO CERCADO,14:37
104812,TERMINAL CAPAO RASO,15:11
106112,TERMINAL SITIO CERCADO,15:43
104812,TERMINAL CAPAO RASO,16:17
106112,TERMINAL SITIO CERCADO,16:50
104812,TERMINAL CAPAO RASO,17:23
106112,TERMINAL SITIO CERCADO,18:02
104812,TERMINAL CAPAO RASO,18:38
106112,TERMINAL SITIO CERCADO,19:16
104812,TERMINAL CAPAO RASO,19:51
