Linha,462
Tabela,2
num,ponto,horario
140590,BAIRRO PETROPOLIS,05:55
102041,PRACA RUI BARBOSA,06:35
140590,BAIRRO PETROPOLIS,07:13
102041,PRACA RUI BARBOSA,07:57
140590,BAIRRO PETROPOLIS,08:35
102041,PRACA RUI BARBOSA,09:13
140590,BAIRRO PETROPOLIS,09:48
102041,PRACA RUI BARBOSA,10:26
140590,BAIRRO PETROPOLIS,11:01
102041,PRACA RUI BARBOSA,11:39
140590,BAIRRO PETROPOLIS,12:14
102041,PRACA RUI BARBOSA,12:52
140590,BAIRRO PETROPOLIS,13:27
102041,PRACA RUI BARBOSA,14:05
140590,BAIRRO PETROPOLIS,14:40
102041,PRACA RUI BARBOSA,15:18
140590,BAIRRO PETROPOLIS,15:53
102041,PRACA RUI BARBOSA,16:31
140590,BAIRRO PETROPOLIS,17:11
102041,PRACA RUI BARBOSA,17:49
140590,BAIRRO PETROPOLIS,18:29
102041,PRACA RUI BARBOSA,19:07
140590,BAIRRO PETROPOLIS,19:47
102041,PRACA RUI BARBOSA,20:25
140590,BAIRRO PETROPOLIS,21:01
102041,PRACA RUI BARBOSA,21:39
140590,BAIRRO PETROPOLIS,22:14
102041,PRACA RUI BARBOSA,22:52
140590,BAIRRO PETROPOLIS,23:27
102041,PRACA RUI BARBOSA,00:05
