Linha,350
Tabela,002
num,ponto,horario
150899,TERMINAL PINHEIRINHO,05:48
150899,TERMINAL PINHEIRINHO,06:53
150899,TERMINAL PINHEIRINHO,07:58
150899,TERMINAL PINHEIRINHO,09:03
150899,TERMINAL PINHEIRINHO,10:08
150899,TERMINAL PINHEIRINHO,11:13
150899,TERMINAL PINHEIRINHO,12:18
150899,TERMINAL PINHEIRINHO,13:23
150899,TERMINAL PINHEIRINHO,14:28
150899,TERMINAL PINHEIRINHO,15:33
150899,TERMINAL PINHEIRINHO,16:38
150899,TERMINAL PINHEIRINHO,17:43
150899,TERMINAL PINHEIRINHO,18:48
150899,TERMINAL PINHEIRINHO,19:53
150899,TERMINAL PINHEIRINHO,20:58
150899,TERMINAL PINHEIRINHO,22:04
150899,TERMINAL PINHEIRINHO,23:10
