Linha,816
Tabela,001-2
num,ponto,horario
104504,TERMINAL CAMPINA DO SIQUEIRA,16:13
106002,TERMINAL SANTA FELICIDADE,16:36
104504,TERMINAL CAMPINA DO SIQUEIRA,17:02
106002,TERMINAL SANTA FELICIDADE,17:24
104504,TERMINAL CAMPINA DO SIQUEIRA,17:50
106002,TERMINAL SANTA FELICIDADE,18:12
104504,TERMINAL CAMPINA DO SIQUEIRA,18:36
106002,TERMINAL SANTA FELICIDADE,19:00
104504,TERMINAL CAMPINA DO SIQUEIRA,19:22
106002,TERMINAL SANTA FELICIDADE,19:41
104504,TERMINAL CAMPINA DO SIQUEIRA,20:03
106002,TERMINAL SANTA FELICIDADE,20:23
104504,TERMINAL CAMPINA DO SIQUEIRA,20:45
106002,TERMINAL SANTA FELICIDADE,21:05
104504,TERMINAL CAMPINA DO SIQUEIRA,21:27
106002,TERMINAL SANTA FELICIDADE,21:47
104504,TERMINAL CAMPINA DO SIQUEIRA,22:08
106002,TERMINAL SANTA FELICIDADE,22:28
104504,TERMINAL CAMPINA DO SIQUEIRA,22:48
106002,TERMINAL SANTA FELICIDADE,23:06
104504,TERMINAL CAMPINA DO SIQUEIRA,23:26
106002,TERMINAL SANTA FELICIDADE,23:42
104504,TERMINAL CAMPINA DO SIQUEIRA,23:58
