Linha,816
Tabela,003
num,ponto,horario
106002,TERMINAL SANTA FELICIDADE,06:43
104504,TERMINAL CAMPINA DO SIQUEIRA,07:07
106002,TERMINAL SANTA FELICIDADE,07:27
104504,TERMINAL CAMPINA DO SIQUEIRA,07:53
106002,TERMINAL SANTA FELICIDADE,08:14
104504,TERMINAL CAMPINA DO SIQUEIRA,08:39
106002,TERMINAL SANTA FELICIDADE,08:59
104504,TERMINAL CAMPINA DO SIQUEIRA,09:22
106002,TERMINAL SANTA FELICIDADE,09:40
104504,TERMINAL CAMPINA DO SIQUEIRA,10:03
106002,TERMINAL SANTA FELICIDADE,10:21
104504,TERMINAL CAMPINA DO SIQUEIRA,10:45
106002,TERMINAL SANTA FELICIDADE,11:03
104504,TERMINAL CAMPINA DO SIQUEIRA,11:25
106002,TERMINAL SANTA FELICIDADE,11:45
104504,TERMINAL CAMPINA DO SIQUEIRA,12:07
106002,TERMINAL SANTA FELICIDADE,12:27
104504,TERMINAL CAMPINA DO SIQUEIRA,12:49
106002,TERMINAL SANTA FELICIDADE,13:09
104504,TERMINAL CAMPINA DO SIQUEIRA,13:31
106002,TERMINAL SANTA FELICIDADE,13:50
104504,TERMINAL CAMPINA DO SIQUEIRA,14:13
106002,TERMINAL SANTA FELICIDADE,14:32
104504,TERMINAL CAMPINA DO SIQUEIRA,14:55
106002,TERMINAL SANTA FELICIDADE,15:14
104504,TERMINAL CAMPINA DO SIQUEIRA,15:37
106002,TERMINAL SANTA FELICIDADE,16:00
104504,TERMINAL CAMPINA DO SIQUEIRA,16:26
106002,TERMINAL SANTA FELICIDADE,16:48
104504,TERMINAL CAMPINA DO SIQUEIRA,17:14
106002,TERMINAL SANTA FELICIDADE,17:36
104504,TERMINAL CAMPINA DO SIQUEIRA,18:02
106002,TERMINAL SANTA FELICIDADE,18:23
104504,TERMINAL CAMPINA DO SIQUEIRA,18:47
