Linha,611
Tabela,003
num,ponto,horario
105310,TERMINAL FAZENDINHA,06:17
105813,TERMINAL PORTAO,06:37
105310,TERMINAL FAZENDINHA,06:59
105813,TERMINAL PORTAO,07:22
105310,TERMINAL FAZENDINHA,07:44
105813,TERMINAL PORTAO,08:07
105310,TERMINAL FAZENDINHA,08:29
105813,TERMINAL PORTAO,08:51
105310,TERMINAL FAZENDINHA,09:11
105813,TERMINAL PORTAO,09:31
105310,TERMINAL FAZENDINHA,09:51
105813,TERMINAL PORTAO,10:11
105310,TERMINAL FAZENDINHA,10:31
105813,TERMINAL PORTAO,10:51
105310,TERMINAL FAZENDINHA,11:11
105813,TERMINAL PORTAO,11:31
105310,TERMINAL FAZENDINHA,11:51
105813,TERMINAL PORTAO,12:11
105310,TERMINAL FAZENDINHA,12:32
105813,TERMINAL PORTAO,12:52
105310,TERMINAL FAZENDINHA,13:14
105813,TERMINAL PORTAO,13:34
105310,TERMINAL FAZENDINHA,13:56
105813,TERMINAL PORTAO,14:16
105310,TERMINAL FAZENDINHA,14:36
105813,TERMINAL PORTAO,14:56
105310,TERMINAL FAZENDINHA,15:16
105813,TERMINAL PORTAO,15:36
105310,TERMINAL FAZENDINHA,15:57
105813,TERMINAL PORTAO,16:19
105310,TERMINAL FAZENDINHA,16:42
105813,TERMINAL PORTAO,17:05
105310,TERMINAL FAZENDINHA,17:31
105813,TERMINAL PORTAO,17:55
105310,TERMINAL FAZENDINHA,18:22
105813,TERMINAL PORTAO,18:46
105310,TERMINAL FAZENDINHA,19:13
105813,TERMINAL PORTAO,19:36
105310,TERMINAL FAZENDINHA,19:59
105813,TERMINAL PORTAO,20:19
105310,TERMINAL FAZENDINHA,20:40
105813,TERMINAL PORTAO,21:00
105310,TERMINAL FAZENDINHA,21:21
105813,TERMINAL PORTAO,21:41
105310,TERMINAL FAZENDINHA,22:01
105813,TERMINAL PORTAO,22:21
105310,TERMINAL FAZENDINHA,22:41
105813,TERMINAL PORTAO,23:01
105310,TERMINAL FAZENDINHA,23:21
105813,TERMINAL PORTAO,23:41
105310,TERMINAL FAZENDINHA,00:01
105813,TERMINAL PORTAO,00:16
