Linha,182
Tabela,003
num,ponto,horario
120080,PQ.SAO LOURENCO (SENT.BARREIRINHA),05:55
104107,TERMINAL BARREIRINHA,06:10
101021,PRACA TIRADENTES,06:44
104107,TERMINAL BARREIRINHA,07:16
101021,PRACA TIRADENTES,07:56
104107,TERMINAL BARREIRINHA,08:32
101021,PRACA TIRADENTES,09:16
104107,TERMINAL BARREIRINHA,09:52
101021,PRACA TIRADENTES,10:30
104107,TERMINAL BARREIRINHA,11:06
101021,PRACA TIRADENTES,11:43
104107,TERMINAL BARREIRINHA,12:23
101021,PRACA TIRADENTES,13:03
104107,TERMINAL BARREIRINHA,13:43
101021,PRACA TIRADENTES,14:23
104107,TERMINAL BARREIRINHA,15:03
101021,PRACA TIRADENTES,15:43
104107,TERMINAL BARREIRINHA,16:25
101021,PRACA TIRADENTES,17:07
104107,TERMINAL BARREIRINHA,17:50
101021,PRACA TIRADENTES,18:36
