Linha,182
Tabela,001
num,ponto,horario
120080,PQ.SAO LOURENCO (SENT.BARREIRINHA),05:18
104107,TERMINAL BARREIRINHA,05:28
101021,PRACA TIRADENTES,05:58
104107,TERMINAL BARREIRINHA,06:30
101021,PRACA TIRADENTES,07:06
104107,TERMINAL BARREIRINHA,07:40
101021,PRACA TIRADENTES,08:23
104107,TERMINAL BARREIRINHA,08:59
101021,PRACA TIRADENTES,09:40
104107,TERMINAL BARREIRINHA,10:16
101021,PRACA TIRADENTES,10:52
104107,TERMINAL BARREIRINHA,11:30
101021,PRACA TIRADENTES,12:10
104107,TERMINAL BARREIRINHA,12:50
101021,PRACA TIRADENTES,13:30
104107,TERMINAL BARREIRINHA,14:10
101021,PRACA TIRADENTES,14:50
104107,TERMINAL BARREIRINHA,15:30
101021,PRACA TIRADENTES,16:09
104107,TERMINAL BARREIRINHA,16:51
101021,PRACA TIRADENTES,17:36
104107,TERMINAL BARREIRINHA,18:26
101021,PRACA TIRADENTES,19:06
104107,TERMINAL BARREIRINHA,19:45
101021,PRACA TIRADENTES,20:20
104107,TERMINAL BARREIRINHA,20:50
101021,PRACA TIRADENTES,21:20
104107,TERMINAL BARREIRINHA,21:50
101021,PRACA TIRADENTES,22:20
104107,TERMINAL BARREIRINHA,22:50
101021,PRACA TIRADENTES,23:20
104107,TERMINAL BARREIRINHA,23:47
101021,PRACA TIRADENTES,00:15
