Linha,182
Tabela,002
num,ponto,horario
104107,TERMINAL BARREIRINHA,05:49
101021,PRACA TIRADENTES,06:21
104107,TERMINAL BARREIRINHA,06:53
101021,PRACA TIRADENTES,07:31
104107,TERMINAL BARREIRINHA,08:06
101021,PRACA TIRADENTES,08:50
104107,TERMINAL BARREIRINHA,09:26
101021,PRACA TIRADENTES,10:05
104107,TERMINAL BARREIRINHA,10:41
101021,PRACA TIRADENTES,11:17
104107,TERMINAL BARREIRINHA,11:57
101021,PRACA TIRADENTES,12:37
104107,TERMINAL BARREIRINHA,13:17
101021,PRACA TIRADENTES,13:57
104107,TERMINAL BARREIRINHA,14:37
101021,PRACA TIRADENTES,15:17
104107,TERMINAL BARREIRINHA,15:57
101021,PRACA TIRADENTES,16:38
104107,TERMINAL BARREIRINHA,17:20
101021,PRACA TIRADENTES,18:06
104107,TERMINAL BARREIRINHA,19:00
101021,PRACA TIRADENTES,19:43
