Linha,721
Tabela,001
num,ponto,horario
105002,TERMINAL CAIUA,05:00
180959,RUA DR.MARIO JORGE,05:15
105003,TERM.CAIUA SENTIDO FORUM,05:35
181019,FORUM CIC,05:40
105005,TERM.CAIUA SENT.ALTO BELA VIST,05:47
180333,MORADIAS ALTO DA BELA VISTA,05:53
105002,TERMINAL CAIUA,06:00
180959,RUA DR.MARIO JORGE,06:15
105003,TERM.CAIUA SENTIDO FORUM,06:35
181019,FORUM CIC,06:40
105005,TERM.CAIUA SENT.ALTO BELA VIST,06:47
180333,MORADIAS ALTO DA BELA VISTA,06:53
105002,TERMINAL CAIUA,07:00
180959,RUA DR.MARIO JORGE,07:15
105003,TERM.CAIUA SENTIDO FORUM,07:35
181019,FORUM CIC,07:40
105005,TERM.CAIUA SENT.ALTO BELA VIST,07:47
180333,MORADIAS ALTO DA BELA VISTA,07:53
105002,TERMINAL CAIUA,08:00
180959,RUA DR.MARIO JORGE,08:15
105003,TERM.CAIUA SENTIDO FORUM,08:35
181019,FORUM CIC,08:40
105005,TERM.CAIUA SENT.ALTO BELA VIST,08:47
180333,MORADIAS ALTO DA BELA VISTA,08:53
105002,TERMINAL CAIUA,09:00
180959,RUA DR.MARIO JORGE,09:15
105003,TERM.CAIUA SENTIDO FORUM,09:35
181019,FORUM CIC,09:40
105005,TERM.CAIUA SENT.ALTO BELA VIST,09:47
180333,MORADIAS ALTO DA BELA VISTA,09:53
105002,TERMINAL CAIUA,10:00
180959,RUA DR.MARIO JORGE,10:15
105003,TERM.CAIUA SENTIDO FORUM,10:35
181019,FORUM CIC,10:40
105005,TERM.CAIUA SENT.ALTO BELA VIST,10:47
180333,MORADIAS ALTO DA BELA VISTA,10:53
105002,TERMINAL CAIUA,11:00
180959,RUA DR.MARIO JORGE,11:15
105003,TERM.CAIUA SENTIDO FORUM,11:35
181019,FORUM CIC,11:40
105005,TERM.CAIUA SENT.ALTO BELA VIST,11:47
180333,MORADIAS ALTO DA BELA VISTA,11:53
105002,TERMINAL CAIUA,12:00
180959,RUA DR.MARIO JORGE,12:15
105003,TERM.CAIUA SENTIDO FORUM,12:35
181019,FORUM CIC,12:40
105005,TERM.CAIUA SENT.ALTO BELA VIST,12:47
180333,MORADIAS ALTO DA BELA VISTA,12:53
105002,TERMINAL CAIUA,13:00
180959,RUA DR.MARIO JORGE,13:15
105003,TERM.CAIUA SENTIDO FORUM,13:35
181019,FORUM CIC,13:40
105005,TERM.CAIUA SENT.ALTO BELA VIST,13:47
180333,MORADIAS ALTO DA BELA VISTA,13:53
105002,TERMINAL CAIUA,14:00
180959,RUA DR.MARIO JORGE,14:15
105003,TERM.CAIUA SENTIDO FORUM,14:35
181019,FORUM CIC,14:40
105005,TERM.CAIUA SENT.ALTO BELA VIST,14:47
180333,MORADIAS ALTO DA BELA VISTA,14:53
105002,TERMINAL CAIUA,15:00
180959,RUA DR.MARIO JORGE,15:15
105003,TERM.CAIUA SENTIDO FORUM,15:35
181019,FORUM CIC,15:40
105005,TERM.CAIUA SENT.ALTO BELA VIST,15:47
180333,MORADIAS ALTO DA BELA VISTA,15:53
105002,TERMINAL CAIUA,16:00
180959,RUA DR.MARIO JORGE,16:15
105003,TERM.CAIUA SENTIDO FORUM,16:35
181019,FORUM CIC,16:40
105005,TERM.CAIUA SENT.ALTO BELA VIST,16:47
180333,MORADIAS ALTO DA BELA VISTA,16:53
105002,TERMINAL CAIUA,17:00
180959,RUA DR.MARIO JORGE,17:15
105003,TERM.CAIUA SENTIDO FORUM,17:35
181019,FORUM CIC,17:40
105005,TERM.CAIUA SENT.ALTO BELA VIST,17:47
180333,MORADIAS ALTO DA BELA VISTA,17:53
105002,TERMINAL CAIUA,18:00
180959,RUA DR.MARIO JORGE,18:15
105003,TERM.CAIUA SENTIDO FORUM,18:35
181019,FORUM CIC,18:40
105005,TERM.CAIUA SENT.ALTO BELA VIST,18:47
180333,MORADIAS ALTO DA BELA VISTA,18:53
105002,TERMINAL CAIUA,19:00
180959,RUA DR.MARIO JORGE,19:15
105003,TERM.CAIUA SENTIDO FORUM,19:35
181019,FORUM CIC,19:40
105005,TERM.CAIUA SENT.ALTO BELA VIST,19:47
180333,MORADIAS ALTO DA BELA VISTA,19:53
105002,TERMINAL CAIUA,20:00
180959,RUA DR.MARIO JORGE,20:15
105003,TERM.CAIUA SENTIDO FORUM,20:35
181019,FORUM CIC,20:40
105005,TERM.CAIUA SENT.ALTO BELA VIST,20:47
180333,MORADIAS ALTO DA BELA VISTA,20:53
105002,TERMINAL CAIUA,21:00
180959,RUA DR.MARIO JORGE,21:15
105003,TERM.CAIUA SENTIDO FORUM,21:35
181019,FORUM CIC,21:40
105005,TERM.CAIUA SENT.ALTO BELA VIST,21:47
180333,MORADIAS ALTO DA BELA VISTA,21:53
105002,TERMINAL CAIUA,22:00
180959,RUA DR.MARIO JORGE,22:15
105003,TERM.CAIUA SENTIDO FORUM,22:35
181019,FORUM CIC,22:40
105005,TERM.CAIUA SENT.ALTO BELA VIST,22:47
180333,MORADIAS ALTO DA BELA VISTA,22:53
105002,TERMINAL CAIUA,23:00
180959,RUA DR.MARIO JORGE,23:15
105003,TERM.CAIUA SENTIDO FORUM,23:35
181019,FORUM CIC,23:40
105005,TERM.CAIUA SENT.ALTO BELA VIST,23:47
180333,MORADIAS ALTO DA BELA VISTA,23:53
105002,TERMINAL CAIUA,00:00
180959,RUA DR.MARIO JORGE,00:15
105002,TERMINAL CAIUA,00:35
