Linha,321
Tabela,002-2
num,ponto,horario
105107,TERMINAL CENTENARIO,16:43
105605,TERMINAL V.OFICINAS,17:13
105107,TERMINAL CENTENARIO,17:43
105605,TERMINAL V.OFICINAS,18:13
105107,TERMINAL CENTENARIO,18:43
105605,TERMINAL V.OFICINAS,19:12
105107,TERMINAL CENTENARIO,19:41
105605,TERMINAL V.OFICINAS,20:01
105107,TERMINAL CENTENARIO,20:21
105605,TERMINAL V.OFICINAS,20:41
105107,TERMINAL CENTENARIO,21:02
105605,TERMINAL V.OFICINAS,21:22
105107,TERMINAL CENTENARIO,21:42
105605,TERMINAL V.OFICINAS,22:02
105107,TERMINAL CENTENARIO,22:22
105605,TERMINAL V.OFICINAS,22:42
105107,TERMINAL CENTENARIO,23:02
105605,TERMINAL V.OFICINAS,23:22
105107,TERMINAL CENTENARIO,23:40
105605,TERMINAL V.OFICINAS,23:58
105107,TERMINAL CENTENARIO,00:16
105605,TERMINAL V.OFICINAS,00:34
