Linha,321
Tabela,001
num,ponto,horario
105107,TERMINAL CENTENARIO,04:53
105605,TERMINAL V.OFICINAS,05:13
105107,TERMINAL CENTENARIO,05:33
105605,TERMINAL V.OFICINAS,05:53
105107,TERMINAL CENTENARIO,06:13
105605,TERMINAL V.OFICINAS,06:33
105107,TERMINAL CENTENARIO,06:53
105605,TERMINAL V.OFICINAS,07:13
105107,TERMINAL CENTENARIO,07:33
105605,TERMINAL V.OFICINAS,07:53
105107,TERMINAL CENTENARIO,08:13
105605,TERMINAL V.OFICINAS,08:33
105107,TERMINAL CENTENARIO,09:09
105605,TERMINAL V.OFICINAS,09:39
105107,TERMINAL CENTENARIO,10:10
105605,TERMINAL V.OFICINAS,10:40
105107,TERMINAL CENTENARIO,11:11
105605,TERMINAL V.OFICINAS,11:41
105107,TERMINAL CENTENARIO,12:11
105605,TERMINAL V.OFICINAS,12:41
105107,TERMINAL CENTENARIO,13:11
105605,TERMINAL V.OFICINAS,13:41
105107,TERMINAL CENTENARIO,14:11
105605,TERMINAL V.OFICINAS,14:41
105107,TERMINAL CENTENARIO,15:11
105605,TERMINAL V.OFICINAS,15:41
105107,TERMINAL CENTENARIO,16:11
105605,TERMINAL V.OFICINAS,16:42
105107,TERMINAL CENTENARIO,17:13
105605,TERMINAL V.OFICINAS,17:43
105107,TERMINAL CENTENARIO,18:13
105605,TERMINAL V.OFICINAS,18:43
105107,TERMINAL CENTENARIO,19:13
105605,TERMINAL V.OFICINAS,19:40
