Linha,508
Tabela,001-2
num,ponto,horario
109026,TERMINAL GUADALUPE,16:59
109677,TERMINAL PINHEIRINHO,17:33
109111,TERMINAL SITIO CERCADO,17:51
109104,TERMINAL BOQUEIRAO,18:05
109026,TERMINAL GUADALUPE,18:41
109677,TERMINAL PINHEIRINHO,19:19
109111,TERMINAL SITIO CERCADO,19:35
109104,TERMINAL BOQUEIRAO,19:47
109026,TERMINAL GUADALUPE,20:20
109677,TERMINAL PINHEIRINHO,20:49
109111,TERMINAL SITIO CERCADO,21:05
109104,TERMINAL BOQUEIRAO,21:18
109026,TERMINAL GUADALUPE,21:50
109677,TERMINAL PINHEIRINHO,22:18
109111,TERMINAL SITIO CERCADO,22:33
109104,TERMINAL BOQUEIRAO,22:45
109026,TERMINAL GUADALUPE,23:18
109677,TERMINAL PINHEIRINHO,23:44
