Linha,508
Tabela,008
num,ponto,horario
109677,TERMINAL PINHEIRINHO,06:31
109111,TERMINAL SITIO CERCADO,06:46
109104,TERMINAL BOQUEIRAO,06:59
109026,TERMINAL GUADALUPE,07:31
109677,TERMINAL PINHEIRINHO,08:00
109111,TERMINAL SITIO CERCADO,08:15
109104,TERMINAL BOQUEIRAO,08:28
109026,TERMINAL GUADALUPE,09:03
109677,TERMINAL PINHEIRINHO,09:32
109111,TERMINAL SITIO CERCADO,09:47
109104,TERMINAL BOQUEIRAO,10:00
109026,TERMINAL GUADALUPE,10:34
109677,TERMINAL PINHEIRINHO,11:03
109111,TERMINAL SITIO CERCADO,11:19
109104,TERMINAL BOQUEIRAO,11:32
109026,TERMINAL GUADALUPE,12:05
109677,TERMINAL PINHEIRINHO,12:34
109111,TERMINAL SITIO CERCADO,12:51
109104,TERMINAL BOQUEIRAO,13:04
109026,TERMINAL GUADALUPE,13:38
109677,TERMINAL PINHEIRINHO,14:08
109111,TERMINAL SITIO CERCADO,14:26
109104,TERMINAL BOQUEIRAO,14:39
109026,TERMINAL GUADALUPE,15:13
109677,TERMINAL PINHEIRINHO,15:45
109111,TERMINAL SITIO CERCADO,16:02
109104,TERMINAL BOQUEIRAO,16:15
109026,TERMINAL GUADALUPE,16:49
109677,TERMINAL PINHEIRINHO,17:23
109111,TERMINAL SITIO CERCADO,17:41
109104,TERMINAL BOQUEIRAO,17:55
109026,TERMINAL GUADALUPE,18:31
109677,TERMINAL PINHEIRINHO,19:11
