Linha,508
Tabela,006
num,ponto,horario
109677,TERMINAL PINHEIRINHO,06:15
109111,TERMINAL SITIO CERCADO,06:30
109104,TERMINAL BOQUEIRAO,06:42
109026,TERMINAL GUADALUPE,07:14
109677,TERMINAL PINHEIRINHO,07:43
109111,TERMINAL SITIO CERCADO,07:58
109104,TERMINAL BOQUEIRAO,08:12
109026,TERMINAL GUADALUPE,08:45
109677,TERMINAL PINHEIRINHO,09:14
109111,TERMINAL SITIO CERCADO,09:29
109104,TERMINAL BOQUEIRAO,09:42
109026,TERMINAL GUADALUPE,10:15
109677,TERMINAL PINHEIRINHO,10:44
109111,TERMINAL SITIO CERCADO,11:00
109104,TERMINAL BOQUEIRAO,11:13
109026,TERMINAL GUADALUPE,11:46
109677,TERMINAL PINHEIRINHO,12:15
109111,TERMINAL SITIO CERCADO,12:32
109104,TERMINAL BOQUEIRAO,12:45
109026,TERMINAL GUADALUPE,13:19
109677,TERMINAL PINHEIRINHO,13:50
109111,TERMINAL SITIO CERCADO,14:07
109104,TERMINAL BOQUEIRAO,14:20
109026,TERMINAL GUADALUPE,14:54
109677,TERMINAL PINHEIRINHO,15:25
109111,TERMINAL SITIO CERCADO,15:42
109104,TERMINAL BOQUEIRAO,15:55
109026,TERMINAL GUADALUPE,16:28
109677,TERMINAL PINHEIRINHO,17:03
109111,TERMINAL SITIO CERCADO,17:21
109104,TERMINAL BOQUEIRAO,17:35
109026,TERMINAL GUADALUPE,18:12
109677,TERMINAL PINHEIRINHO,18:52
109111,TERMINAL SITIO CERCADO,19:10
109104,TERMINAL BOQUEIRAO,19:24
109026,TERMINAL GUADALUPE,19:58
109677,TERMINAL PINHEIRINHO,20:27
109111,TERMINAL SITIO CERCADO,20:42
109104,TERMINAL BOQUEIRAO,20:55
109026,TERMINAL GUADALUPE,21:27
109677,TERMINAL PINHEIRINHO,21:55
109111,TERMINAL SITIO CERCADO,22:10
109104,TERMINAL BOQUEIRAO,22:23
109026,TERMINAL GUADALUPE,22:56
109677,TERMINAL PINHEIRINHO,23:24
109111,TERMINAL SITIO CERCADO,23:41
109104,TERMINAL BOQUEIRAO,23:53
109026,TERMINAL GUADALUPE,00:19
109677,TERMINAL PINHEIRINHO,00:46
