Linha,508
Tabela,003-2
num,ponto,horario
109677,TERMINAL PINHEIRINHO,16:34
109111,TERMINAL SITIO CERCADO,16:51
109104,TERMINAL BOQUEIRAO,17:04
109026,TERMINAL GUADALUPE,17:40
109677,TERMINAL PINHEIRINHO,18:17
109111,TERMINAL SITIO CERCADO,18:36
109104,TERMINAL BOQUEIRAO,18:50
109026,TERMINAL GUADALUPE,19:25
109677,TERMINAL PINHEIRINHO,20:01
109111,TERMINAL SITIO CERCADO,20:20
109104,TERMINAL BOQUEIRAO,20:33
109026,TERMINAL GUADALUPE,21:05
109677,TERMINAL PINHEIRINHO,21:33
109111,TERMINAL SITIO CERCADO,21:48
109104,TERMINAL BOQUEIRAO,22:01
109026,TERMINAL GUADALUPE,22:34
109677,TERMINAL PINHEIRINHO,23:02
109111,TERMINAL SITIO CERCADO,23:17
109104,TERMINAL BOQUEIRAO,23:29
109026,TERMINAL GUADALUPE,00:02
109677,TERMINAL PINHEIRINHO,00:27
