Linha,508
Tabela,002
num,ponto,horario
109677,TERMINAL PINHEIRINHO,05:43
109111,TERMINAL SITIO CERCADO,05:56
109104,TERMINAL BOQUEIRAO,06:08
109026,TERMINAL GUADALUPE,06:37
109677,TERMINAL PINHEIRINHO,07:04
109111,TERMINAL SITIO CERCADO,07:20
109104,TERMINAL BOQUEIRAO,07:34
109026,TERMINAL GUADALUPE,08:07
109677,TERMINAL PINHEIRINHO,08:36
109111,TERMINAL SITIO CERCADO,08:51
109104,TERMINAL BOQUEIRAO,09:04
109026,TERMINAL GUADALUPE,09:38
109677,TERMINAL PINHEIRINHO,10:08
109111,TERMINAL SITIO CERCADO,10:23
109104,TERMINAL BOQUEIRAO,10:36
109026,TERMINAL GUADALUPE,11:10
109677,TERMINAL PINHEIRINHO,11:39
109111,TERMINAL SITIO CERCADO,11:56
109104,TERMINAL BOQUEIRAO,12:09
109026,TERMINAL GUADALUPE,12:42
109677,TERMINAL PINHEIRINHO,13:11
109111,TERMINAL SITIO CERCADO,13:28
109104,TERMINAL BOQUEIRAO,13:41
109026,TERMINAL GUADALUPE,14:15
109677,TERMINAL PINHEIRINHO,14:46
109111,TERMINAL SITIO CERCADO,15:04
109104,TERMINAL BOQUEIRAO,15:17
109026,TERMINAL GUADALUPE,15:51
109677,TERMINAL PINHEIRINHO,16:24
109111,TERMINAL SITIO CERCADO,16:41
109104,TERMINAL BOQUEIRAO,16:54
109026,TERMINAL GUADALUPE,17:30
109677,TERMINAL PINHEIRINHO,18:06
109111,TERMINAL SITIO CERCADO,18:24
109104,TERMINAL BOQUEIRAO,18:38
109026,TERMINAL GUADALUPE,19:13
109677,TERMINAL PINHEIRINHO,19:49
