Linha,685
Tabela,001
num,ponto,horario
170966,LOTEAMENTO RIO BONITO,06:09
105207,TERMINAL CIC,07:04
170966,LOTEAMENTO RIO BONITO,07:46
105207,TERMINAL CIC,08:36
170966,LOTEAMENTO RIO BONITO,09:16
105207,TERMINAL CIC,09:58
170966,LOTEAMENTO RIO BONITO,10:37
105207,TERMINAL CIC,11:18
170966,LOTEAMENTO RIO BONITO,11:58
105207,TERMINAL CIC,12:39
170966,LOTEAMENTO RIO BONITO,13:19
105207,TERMINAL CIC,14:00
170966,LOTEAMENTO RIO BONITO,14:40
105207,TERMINAL CIC,15:23
170966,LOTEAMENTO RIO BONITO,16:07
105207,TERMINAL CIC,16:55
170966,LOTEAMENTO RIO BONITO,17:45
105207,TERMINAL CIC,18:35
170966,LOTEAMENTO RIO BONITO,19:17
105207,TERMINAL CIC,19:55
170966,LOTEAMENTO RIO BONITO,20:35
105207,TERMINAL CIC,21:15
170966,LOTEAMENTO RIO BONITO,21:53
105207,TERMINAL CIC,22:33
170068,MONDELEZ / BAIRRO,22:50
170966,LOTEAMENTO RIO BONITO,23:07
105207,TERMINAL CIC,23:41
