Linha,550
Tabela,003
num,ponto,horario
105704,TERMINAL PINHEIRINHO,05:40
108215,PRACA CARLOS GOMES,06:06
105704,TERMINAL PINHEIRINHO,06:38
108215,PRACA CARLOS GOMES,07:04
105704,TERMINAL PINHEIRINHO,07:34
108215,PRACA CARLOS GOMES,08:00
105704,TERMINAL PINHEIRINHO,08:31
108215,PRACA CARLOS GOMES,09:00
105704,TERMINAL PINHEIRINHO,09:30
108215,PRACA CARLOS GOMES,10:00
105704,TERMINAL PINHEIRINHO,10:30
108215,PRACA CARLOS GOMES,11:00
105704,TERMINAL PINHEIRINHO,11:30
108215,PRACA CARLOS GOMES,12:00
105704,TERMINAL PINHEIRINHO,12:30
108215,PRACA CARLOS GOMES,13:00
105704,TERMINAL PINHEIRINHO,13:30
108215,PRACA CARLOS GOMES,14:00
105704,TERMINAL PINHEIRINHO,14:30
108215,PRACA CARLOS GOMES,15:00
105704,TERMINAL PINHEIRINHO,15:30
108215,PRACA CARLOS GOMES,16:00
105704,TERMINAL PINHEIRINHO,16:30
108215,PRACA CARLOS GOMES,17:01
105704,TERMINAL PINHEIRINHO,17:34
108215,PRACA CARLOS GOMES,18:04
105704,TERMINAL PINHEIRINHO,18:37
108215,PRACA CARLOS GOMES,19:07
