Linha,533
Tabela,002-2
num,ponto,horario
104317,T.BOQUEIRAO/SENT.E.VERISSIMO,16:27
160778,BAIRRO ERICO VERISSIMO,16:42
104306,T.BOQUEIRAO/SENT.PANTANAL,16:57
160217,BAIRRO PANTANAL,17:09
104317,T.BOQUEIRAO/SENT.E.VERISSIMO,17:22
160778,BAIRRO ERICO VERISSIMO,17:37
104306,T.BOQUEIRAO/SENT.PANTANAL,17:52
160217,BAIRRO PANTANAL,18:04
104317,T.BOQUEIRAO/SENT.E.VERISSIMO,18:17
160778,BAIRRO ERICO VERISSIMO,18:32
104306,T.BOQUEIRAO/SENT.PANTANAL,18:47
160217,BAIRRO PANTANAL,18:59
104317,T.BOQUEIRAO/SENT.E.VERISSIMO,19:12
