Linha,463
Tabela,2
num,ponto,horario
140977,PLANTA EVARISTO,05:30
140386,BAIRRO SOLITUDE,05:37
103207,PRACA CARLOS GOMES,06:00
140977,PLANTA EVARISTO,06:30
140386,BAIRRO SOLITUDE,06:38
103207,PRACA CARLOS GOMES,07:06
140977,PLANTA EVARISTO,07:33
140386,BAIRRO SOLITUDE,07:41
103207,PRACA CARLOS GOMES,08:23
140977,PLANTA EVARISTO,08:54
140386,BAIRRO SOLITUDE,09:02
103207,PRACA CARLOS GOMES,09:28
140977,PLANTA EVARISTO,09:54
140386,BAIRRO SOLITUDE,10:02
103207,PRACA CARLOS GOMES,10:28
140977,PLANTA EVARISTO,10:54
140386,BAIRRO SOLITUDE,11:02
103207,PRACA CARLOS GOMES,11:28
140977,PLANTA EVARISTO,11:54
140386,BAIRRO SOLITUDE,12:02
103207,PRACA CARLOS GOMES,12:28
140977,PLANTA EVARISTO,12:54
140386,BAIRRO SOLITUDE,13:02
103207,PRACA CARLOS GOMES,13:28
140977,PLANTA EVARISTO,13:54
140386,BAIRRO SOLITUDE,14:02
103207,PRACA CARLOS GOMES,14:28
140977,PLANTA EVARISTO,14:54
140386,BAIRRO SOLITUDE,15:02
103207,PRACA CARLOS GOMES,15:28
140977,PLANTA EVARISTO,15:54
140386,BAIRRO SOLITUDE,16:02
103207,PRACA CARLOS GOMES,16:28
140977,PLANTA EVARISTO,17:01
140386,BAIRRO SOLITUDE,17:09
103207,PRACA CARLOS GOMES,17:39
140977,PLANTA EVARISTO,18:21
140386,BAIRRO SOLITUDE,18:29
103207,PRACA CARLOS GOMES,18:58
140977,PLANTA EVARISTO,19:35
