Linha,463
Tabela,3-2
num,ponto,horario
103207,PRACA CARLOS GOMES,16:51
140977,PLANTA EVARISTO,17:27
140386,BAIRRO SOLITUDE,17:35
103207,PRACA CARLOS GOMES,18:05
140977,PLANTA EVARISTO,18:47
140386,BAIRRO SOLITUDE,18:55
103207,PRACA CARLOS GOMES,19:24
140977,PLANTA EVARISTO,19:53
140386,BAIRRO SOLITUDE,20:01
103207,PRACA CARLOS GOMES,20:25
140977,PLANTA EVARISTO,20:52
140386,BAIRRO SOLITUDE,21:00
103207,PRACA CARLOS GOMES,21:26
140977,PLANTA EVARISTO,21:51
140386,BAIRRO SOLITUDE,21:59
103207,PRACA CARLOS GOMES,22:25
140977,PLANTA EVARISTO,22:50
140386,BAIRRO SOLITUDE,22:58
103207,PRACA CARLOS GOMES,23:27
140977,PLANTA EVARISTO,23:51
