Linha,X43
Tabela,001-1
num,ponto,horario
104608,TERMINAL CAMPO COMPRIDO,07:20
104608,TERMINAL CAMPO COMPRIDO,07:34
104608,TERMINAL CAMPO COMPRIDO,07:48
