Linha,561
Tabela,001
num,ponto,horario
150628,BAIRRO GUILHERMINA,05:50
102006,PRACA RUI BARBOSA,06:20
150628,BAIRRO GUILHERMINA,06:55
102006,PRACA RUI BARBOSA,07:30
150628,BAIRRO GUILHERMINA,08:05
102006,PRACA RUI BARBOSA,08:40
150628,BAIRRO GUILHERMINA,09:15
102006,PRACA RUI BARBOSA,09:50
150628,BAIRRO GUILHERMINA,10:25
102006,PRACA RUI BARBOSA,11:00
150628,BAIRRO GUILHERMINA,11:35
102006,PRACA RUI BARBOSA,12:10
150628,BAIRRO GUILHERMINA,12:45
102006,PRACA RUI BARBOSA,13:20
150628,BAIRRO GUILHERMINA,13:55
102006,PRACA RUI BARBOSA,14:30
150628,BAIRRO GUILHERMINA,15:05
102006,PRACA RUI BARBOSA,15:40
150628,BAIRRO GUILHERMINA,16:15
102006,PRACA RUI BARBOSA,16:50
150628,BAIRRO GUILHERMINA,17:20
102006,PRACA RUI BARBOSA,17:50
150628,BAIRRO GUILHERMINA,18:20
102006,PRACA RUI BARBOSA,18:50
150628,BAIRRO GUILHERMINA,19:20
102006,PRACA RUI BARBOSA,19:50
150628,BAIRRO GUILHERMINA,20:20
102006,PRACA RUI BARBOSA,20:50
150628,BAIRRO GUILHERMINA,21:20
102006,PRACA RUI BARBOSA,21:50
150628,BAIRRO GUILHERMINA,22:20
102006,PRACA RUI BARBOSA,22:50
150628,BAIRRO GUILHERMINA,23:25
102006,PRACA RUI BARBOSA,00:00
