Linha,304
Tabela,003
num,ponto,horario
109043,ESTACAO TUBO CIC NORTE,06:57
109052,ESTACAO TUBO TIRADENTES,07:20
109143,ESTACAO TUBO PINHAIS,07:47
109054,ESTACAO TUBO NESTOR DE CASTRO,08:13
109043,ESTACAO TUBO CIC NORTE,08:37
109052,ESTACAO TUBO TIRADENTES,09:00
109143,ESTACAO TUBO PINHAIS,09:27
109054,ESTACAO TUBO NESTOR DE CASTRO,09:53
109043,ESTACAO TUBO CIC NORTE,10:17
109052,ESTACAO TUBO TIRADENTES,10:40
109143,ESTACAO TUBO PINHAIS,11:07
109054,ESTACAO TUBO NESTOR DE CASTRO,11:33
109043,ESTACAO TUBO CIC NORTE,11:57
109052,ESTACAO TUBO TIRADENTES,12:20
109143,ESTACAO TUBO PINHAIS,12:47
109054,ESTACAO TUBO NESTOR DE CASTRO,13:13
109043,ESTACAO TUBO CIC NORTE,13:37
109052,ESTACAO TUBO TIRADENTES,14:03
109143,ESTACAO TUBO PINHAIS,14:30
109054,ESTACAO TUBO NESTOR DE CASTRO,14:56
109043,ESTACAO TUBO CIC NORTE,15:21
109052,ESTACAO TUBO TIRADENTES,15:48
109143,ESTACAO TUBO PINHAIS,16:15
109054,ESTACAO TUBO NESTOR DE CASTRO,16:41
109043,ESTACAO TUBO CIC NORTE,17:06
109052,ESTACAO TUBO TIRADENTES,17:33
109143,ESTACAO TUBO PINHAIS,18:00
109054,ESTACAO TUBO NESTOR DE CASTRO,18:26
109043,ESTACAO TUBO CIC NORTE,18:51
109052,ESTACAO TUBO TIRADENTES,19:18
109143,ESTACAO TUBO PINHAIS,19:45
109054,ESTACAO TUBO NESTOR DE CASTRO,20:11
109043,ESTACAO TUBO CIC NORTE,20:36
109052,ESTACAO TUBO TIRADENTES,21:03
109143,ESTACAO TUBO PINHAIS,21:30
109054,ESTACAO TUBO NESTOR DE CASTRO,21:56
109043,ESTACAO TUBO CIC NORTE,22:21
109052,ESTACAO TUBO TIRADENTES,22:51
109143,ESTACAO TUBO PINHAIS,23:40
109054,ESTACAO TUBO NESTOR DE CASTRO,00:05
