Linha,503
Tabela,006
num,ponto,horario
104303,TERMINAL BOQUEIRAO,05:47
108065,PRACA CARLOS GOMES,06:19
104303,TERMINAL BOQUEIRAO,06:52
108065,PRACA CARLOS GOMES,07:26
104303,TERMINAL BOQUEIRAO,08:03
108065,PRACA CARLOS GOMES,08:39
104303,TERMINAL BOQUEIRAO,09:16
108065,PRACA CARLOS GOMES,09:49
104303,TERMINAL BOQUEIRAO,10:24
108065,PRACA CARLOS GOMES,10:57
104303,TERMINAL BOQUEIRAO,11:34
108065,PRACA CARLOS GOMES,12:07
104303,TERMINAL BOQUEIRAO,12:44
108065,PRACA CARLOS GOMES,13:17
104303,TERMINAL BOQUEIRAO,13:52
108065,PRACA CARLOS GOMES,14:25
104303,TERMINAL BOQUEIRAO,15:00
108065,PRACA CARLOS GOMES,15:33
104303,TERMINAL BOQUEIRAO,16:09
108065,PRACA CARLOS GOMES,16:41
104303,TERMINAL BOQUEIRAO,17:16
108065,PRACA CARLOS GOMES,17:51
104303,TERMINAL BOQUEIRAO,18:28
108065,PRACA CARLOS GOMES,19:02
