Linha,021
Tabela,009-1
num,ponto,horario
104819,TERMINAL CAPAO RASO,05:44
105511,TERMINAL HAUER,06:07
104703,TERMINAL CAPAO DA IMBUIA,06:30
104405,TERMINAL CABRAL,06:53
104506,TERMINAL CAMPINA DO SIQUEIRA,07:33
104819,TERMINAL CAPAO RASO,07:59
105511,TERMINAL HAUER,08:22
104703,TERMINAL CAPAO DA IMBUIA,08:45
104405,TERMINAL CABRAL,09:08
104506,TERMINAL CAMPINA DO SIQUEIRA,09:48
104819,TERMINAL CAPAO RASO,10:14
105511,TERMINAL HAUER,10:37
104703,TERMINAL CAPAO DA IMBUIA,11:00
104405,TERMINAL CABRAL,11:23
104506,TERMINAL CAMPINA DO SIQUEIRA,12:01
