Linha,021
Tabela,008-1
num,ponto,horario
104405,TERMINAL CABRAL,05:28
104506,TERMINAL CAMPINA DO SIQUEIRA,06:08
104819,TERMINAL CAPAO RASO,06:34
105511,TERMINAL HAUER,06:57
104703,TERMINAL CAPAO DA IMBUIA,07:20
104405,TERMINAL CABRAL,07:43
104506,TERMINAL CAMPINA DO SIQUEIRA,08:23
104819,TERMINAL CAPAO RASO,08:49
105511,TERMINAL HAUER,09:12
104703,TERMINAL CAPAO DA IMBUIA,09:35
104405,TERMINAL CABRAL,09:58
104506,TERMINAL CAMPINA DO SIQUEIRA,10:38
104819,TERMINAL CAPAO RASO,11:04
105511,TERMINAL HAUER,11:27
104703,TERMINAL CAPAO DA IMBUIA,11:50
