Linha,022
Tabela,005
num,ponto,horario
109095,TERMINAL CAPAO RASO,06:14
109091,TERMINAL PORTAO,06:20
109125,TERMINAL CAMPINA DO SIQUEIRA,06:37
109086,TERMINAL CABRAL,07:00
109119,TERMINAL CAPAO DA IMBUIA,07:25
109108,TERMINAL HAUER,07:39
109095,TERMINAL CAPAO RASO,07:56
109091,TERMINAL PORTAO,08:02
109125,TERMINAL CAMPINA DO SIQUEIRA,08:22
109086,TERMINAL CABRAL,08:45
109119,TERMINAL CAPAO DA IMBUIA,09:12
109108,TERMINAL HAUER,09:27
109095,TERMINAL CAPAO RASO,09:45
109091,TERMINAL PORTAO,09:50
109125,TERMINAL CAMPINA DO SIQUEIRA,10:12
109086,TERMINAL CABRAL,10:36
109119,TERMINAL CAPAO DA IMBUIA,11:04
109108,TERMINAL HAUER,11:19
109095,TERMINAL CAPAO RASO,11:37
109091,TERMINAL PORTAO,11:42
109125,TERMINAL CAMPINA DO SIQUEIRA,12:04
109086,TERMINAL CABRAL,12:28
109119,TERMINAL CAPAO DA IMBUIA,12:56
109108,TERMINAL HAUER,13:11
109095,TERMINAL CAPAO RASO,13:29
109091,TERMINAL PORTAO,13:34
109125,TERMINAL CAMPINA DO SIQUEIRA,13:56
109086,TERMINAL CABRAL,14:20
109119,TERMINAL CAPAO DA IMBUIA,14:47
109108,TERMINAL HAUER,15:02
109095,TERMINAL CAPAO RASO,15:20
109091,TERMINAL PORTAO,15:26
109125,TERMINAL CAMPINA DO SIQUEIRA,15:48
109086,TERMINAL CABRAL,16:12
109119,TERMINAL CAPAO DA IMBUIA,16:39
109108,TERMINAL HAUER,16:54
109095,TERMINAL CAPAO RASO,17:12
109091,TERMINAL PORTAO,17:18
109125,TERMINAL CAMPINA DO SIQUEIRA,17:40
109086,TERMINAL CABRAL,18:04
109119,TERMINAL CAPAO DA IMBUIA,18:31
109108,TERMINAL HAUER,18:46
109095,TERMINAL CAPAO RASO,19:04
109091,TERMINAL PORTAO,19:10
109125,TERMINAL CAMPINA DO SIQUEIRA,19:32
109086,TERMINAL CABRAL,20:00
109119,TERMINAL CAPAO DA IMBUIA,20:28
109108,TERMINAL HAUER,20:41
109095,TERMINAL CAPAO RASO,20:58
109091,TERMINAL PORTAO,21:03
109125,TERMINAL CAMPINA DO SIQUEIRA,21:23
109086,TERMINAL CABRAL,21:45
109119,TERMINAL CAPAO DA IMBUIA,22:10
109108,TERMINAL HAUER,22:23
109095,TERMINAL CAPAO RASO,22:40
109091,TERMINAL PORTAO,22:45
109125,TERMINAL CAMPINA DO SIQUEIRA,23:05
109086,TERMINAL CABRAL,23:27
109119,TERMINAL CAPAO DA IMBUIA,23:48
