Linha,250
Tabela,003
num,ponto,horario
105934,TERMINAL SANTA CANDIDA,06:00
108024,ESTACAO TUBO CENTRAL/SUL,06:19
105933,TERMINAL PINHEIRINHO,06:56
108023,ESTACAO TUBO CENTRAL/NORTE,07:24
105934,TERMINAL SANTA CANDIDA,07:48
108024,ESTACAO TUBO CENTRAL/SUL,08:07
105933,TERMINAL PINHEIRINHO,08:43
108023,ESTACAO TUBO CENTRAL/NORTE,09:12
105934,TERMINAL SANTA CANDIDA,09:40
108024,ESTACAO TUBO CENTRAL/SUL,09:57
105933,TERMINAL PINHEIRINHO,10:32
108023,ESTACAO TUBO CENTRAL/NORTE,10:57
105934,TERMINAL SANTA CANDIDA,11:19
108024,ESTACAO TUBO CENTRAL/SUL,11:36
105933,TERMINAL PINHEIRINHO,12:10
108023,ESTACAO TUBO CENTRAL/NORTE,12:35
105934,TERMINAL SANTA CANDIDA,12:57
108024,ESTACAO TUBO CENTRAL/SUL,13:14
105933,TERMINAL PINHEIRINHO,13:48
108023,ESTACAO TUBO CENTRAL/NORTE,14:13
105934,TERMINAL SANTA CANDIDA,14:35
108024,ESTACAO TUBO CENTRAL/SUL,14:52
105933,TERMINAL PINHEIRINHO,15:26
108023,ESTACAO TUBO CENTRAL/NORTE,15:51
105934,TERMINAL SANTA CANDIDA,16:13
108024,ESTACAO TUBO CENTRAL/SUL,16:30
105933,TERMINAL PINHEIRINHO,17:04
108023,ESTACAO TUBO CENTRAL/NORTE,17:29
105934,TERMINAL SANTA CANDIDA,17:51
108024,ESTACAO TUBO CENTRAL/SUL,18:08
105933,TERMINAL PINHEIRINHO,18:42
108023,ESTACAO TUBO CENTRAL/NORTE,19:07
