Linha,350
Tabela,001
num,ponto,horario
130981,ESTACAO SOLAR,05:48
150899,TERMINAL PINHEIRINHO,06:21
130981,ESTACAO SOLAR,06:53
150899,TERMINAL PINHEIRINHO,07:26
130981,ESTACAO SOLAR,07:58
150899,TERMINAL PINHEIRINHO,08:31
130981,ESTACAO SOLAR,09:03
150899,TERMINAL PINHEIRINHO,09:36
130981,ESTACAO SOLAR,10:08
150899,TERMINAL PINHEIRINHO,10:41
130981,ESTACAO SOLAR,11:13
150899,TERMINAL PINHEIRINHO,11:46
130981,ESTACAO SOLAR,12:18
150899,TERMINAL PINHEIRINHO,12:51
130981,ESTACAO SOLAR,13:23
150899,TERMINAL PINHEIRINHO,13:56
130981,ESTACAO SOLAR,14:28
150899,TERMINAL PINHEIRINHO,15:01
130981,ESTACAO SOLAR,15:33
150899,TERMINAL PINHEIRINHO,16:06
130981,ESTACAO SOLAR,16:38
150899,TERMINAL PINHEIRINHO,17:11
130981,ESTACAO SOLAR,17:43
150899,TERMINAL PINHEIRINHO,18:16
130981,ESTACAO SOLAR,18:48
150899,TERMINAL PINHEIRINHO,19:21
130981,ESTACAO SOLAR,19:53
150899,TERMINAL PINHEIRINHO,20:26
130981,ESTACAO SOLAR,20:58
150899,TERMINAL PINHEIRINHO,21:31
130981,ESTACAO SOLAR,22:04
150899,TERMINAL PINHEIRINHO,22:37
130981,ESTACAO SOLAR,23:10
150899,TERMINAL PINHEIRINHO,23:42
