Linha,761
Tabela,002
num,ponto,horario
180777,BAIRRO VILA IZABEL,05:58
102012,PRACA RUI BARBOSA,06:27
180777,BAIRRO VILA IZABEL,06:59
102012,PRACA RUI BARBOSA,07:38
180777,BAIRRO VILA IZABEL,08:11
102012,PRACA RUI BARBOSA,08:49
180777,BAIRRO VILA IZABEL,09:24
102012,PRACA RUI BARBOSA,09:59
180777,BAIRRO VILA IZABEL,10:34
102012,PRACA RUI BARBOSA,11:09
180777,BAIRRO VILA IZABEL,11:44
102012,PRACA RUI BARBOSA,12:19
180777,BAIRRO VILA IZABEL,12:54
102012,PRACA RUI BARBOSA,13:29
180777,BAIRRO VILA IZABEL,14:04
102012,PRACA RUI BARBOSA,14:39
180777,BAIRRO VILA IZABEL,15:14
102012,PRACA RUI BARBOSA,15:52
180777,BAIRRO VILA IZABEL,16:32
102012,PRACA RUI BARBOSA,17:12
180777,BAIRRO VILA IZABEL,17:52
102012,PRACA RUI BARBOSA,18:33
180777,BAIRRO VILA IZABEL,19:15
102012,PRACA RUI BARBOSA,19:54
180777,BAIRRO VILA IZABEL,20:29
102012,PRACA RUI BARBOSA,21:05
180777,BAIRRO VILA IZABEL,21:40
102012,PRACA RUI BARBOSA,22:15
180777,BAIRRO VILA IZABEL,22:50
102012,PRACA RUI BARBOSA,23:25
