Linha,040
Tabela,008-2
num,ponto,horario
104603,TERM.C.COMPRIDO/TERM.STA.FELIC,16:09
106001,TERMINAL SANTA FELICIDADE,16:37
104612,TERM.C.COMPRIDO/TERM.FAZENDINH,17:04
105309,TERM.FAZENDINHA/TERM. CIC,17:30
105211,TERMINAL CIC/TERM.PINHEIRINHO,17:55
105718,TERMINAL PINHEIRINHO,18:11
105206,TERMINAL CIC/TERM.FAZENDINHA,18:20
105316,TERM.FAZENDINHA/TERM.C.COMPRID,18:43
104603,TERM.C.COMPRIDO/TERM.STA.FELIC,19:08
106001,TERMINAL SANTA FELICIDADE,19:35
104612,TERM.C.COMPRIDO/TERM.FAZENDINH,19:58
105309,TERM.FAZENDINHA/TERM. CIC,20:16
105211,TERMINAL CIC/TERM.PINHEIRINHO,20:31
105718,TERMINAL PINHEIRINHO,20:46
105206,TERMINAL CIC/TERM.FAZENDINHA,20:54
105316,TERM.FAZENDINHA/TERM.C.COMPRID,21:09
104603,TERM.C.COMPRIDO/TERM.STA.FELIC,21:32
106001,TERMINAL SANTA FELICIDADE,21:55
104612,TERM.C.COMPRIDO/TERM.FAZENDINH,22:18
105309,TERM.FAZENDINHA/TERM. CIC,22:37
105211,TERMINAL CIC/TERM.PINHEIRINHO,22:53
105718,TERMINAL PINHEIRINHO,23:06
105206,TERMINAL CIC/TERM.FAZENDINHA,23:15
105316,TERM.FAZENDINHA/TERM.C.COMPRID,23:30
104603,TERM.C.COMPRIDO/TERM.STA.FELIC,23:52
106001,TERMINAL SANTA FELICIDADE,00:19
104612,TERM.C.COMPRIDO/TERM.FAZENDINH,00:42
105309,TERM.FAZENDINHA/TERM. CIC,01:01
